annee_numero_de_tirage;jour_de_tirage;date_de_tirage;date_de_forclusion;boule_1;boule_2;boule_3;boule_4;boule_5;etoile_1;etoile_2;boules_gagnantes_en_ordre_croissant;etoiles_gagnantes_en_ordre_croissant;nombre_de_gagnant_au_rang1_en_france;nombre_de_gagnant_au_rang1_en_europe;rapport_du_rang1;nombre_de_gagnant_au_rang2_en_france;nombre_de_gagnant_au_rang2_en_europe;rapport_du_rang2;nombre_de_gagnant_au_rang3_en_france;nombre_de_gagnant_au_rang3_en_europe;rapport_du_rang3;nombre_de_gagnant_au_rang4_en_france;nombre_de_gagnant_au_rang4_en_europe;rapport_du_rang4;nombre_de_gagnant_au_rang5_en_france;nombre_de_gagnant_au_rang5_en_europe;rapport_du_rang5;nombre_de_gagnant_au_rang6_en_france;nombre_de_gagnant_au_rang6_en_europe;rapport_du_rang6;nombre_de_gagnant_au_rang7_en_france;nombre_de_gagnant_au_rang7_en_europe;rapport_du_rang7;nombre_de_gagnant_au_rang8_en_france;nombre_de_gagnant_au_rang8_en_europe;rapport_du_rang8;nombre_de_gagnant_au_rang9_en_france;nombre_de_gagnant_au_rang9_en_europe;rapport_du_rang9;nombre_de_gagnant_au_rang10_en_france;nombre_de_gagnant_au_rang10_en_europe;rapport_du_rang10;nombre_de_gagnant_au_rang11_en_france;nombre_de_gagnant_au_rang11_en_europe;rapport_du_rang11;nombre_de_gagnant_au_rang12_en_france;nombre_de_gagnant_au_rang12_en_europe;rapport_du_rang12;numero_jokerplus;devise;
2006048;VE;20061201;20070131;16;37;8;41;4;2;5;-4-8-16-37-41-;-2-5-;0;0;0;0;5;641911,8;4;9;101202,3;38;140;4647;397;1622;267,4;573;2174;139,6;1610;6557;66,1;21621;81907;27;24243;96441;19,7;28992;109723;18,5;132026;519878;8,4;292223;1111142;9,3;0 287 375;eur;
2006047;VE;20061124;20070124;8;5;40;25;17;5;1;-5-8-17-25-40-;-1-5-;0;2;7500000;5;18;189530,1;8;16;60508,7;68;236;2930,2;729;2993;154;936;3708;87;1962;7895;58,3;27117;107868;21,7;26760;107583;18,8;33823;137629;15,7;125854;504260;9,2;344245;1391693;7,9;9 987 886;eur;
2006046;VE;20061117;20070117;36;12;33;22;32;2;6;-12-22-32-33-36-;-2-6-;0;0;0;4;20;9652340;6;29;97247,1;166;595;3385,5;1678;6314;212,6;2406;9032;104;5744;22692;59,1;66743;267137;25,6;71200;289588;20,4;98182;393277;16;358685;1429929;9,4;855206;3520602;9,1;1 529 795;eur;
2006045;VE;20061110;20070110;36;30;14;27;21;2;3;-14-21-27-30-36-;-2-3-;0;0;0;3;12;617824,2;10;29;72549,7;40;198;7589,9;863;4066;246,4;1151;5488;127,7;2281;10187;98,3;42273;188115;27,1;35367;151575;29;57522;256547;18,3;184399;794476;12,7;662493;2813491;8,5;9 534 696;eur;
2006044;VE;20061103;20070103;13;11;44;24;49;9;3;-11-13-24-44-49-;-3-9-;0;0;0;4;12;512739,2;3;15;116405,6;56;228;5470,1;787;3303;251,7;1176;4914;118,4;2562;10924;76,1;37221;156268;27,1;37731;156019;23,4;52968;227785;17,1;192220;786547;10,6;540501;2239412;8,9;8 154 956;eur;
2006043;VE;20061027;20061227;3;50;44;4;8;8;7;-3-4-8-44-50-;-7-8-;0;0;0;3;14;393862,2;3;16;97800,2;31;150;7451,4;742;2950;252,5;1125;4437;117,5;1830;7814;95,3;35404;139139;27,3;27525;113863;28,7;53555;211581;16,5;138604;575492;13;520415;2080966;8,5;2 584 388;eur;
2006042;VE;20061020;20061220;10;34;47;19;45;6;3;-10-19-34-45-47-;-3-6-;0;0;0;1;3;1582400,4;9;21;64151,3;46;161;5976,8;636;2344;273,6;933;3437;130,6;1956;7506;85,4;27854;107061;30,5;27851;109914;25,6;42523;160082;18,8;150140;604479;10,7;413101;1605189;9,5;6 996 861;eur;
2006041;VE;20061013;20061213;2;32;38;41;25;5;3;-2-25-32-38-41-;-3-5-;0;0;0;3;7;649447,2;1;6;215019,6;32;129;7143,5;547;1785;344,1;776;2495;172,3;2268;7591;80,9;27131;91196;34,3;38516;129552;20,8;38514;126213;22,8;233828;770741;8;440898;1459326;10,1;6 578 042;eur;
2006040;VE;20061006;20061206;5;35;11;22;38;7;8;-5-11-22-35-38-;-7-8-;0;0;0;3;17;199361,7;7;26;36991,7;21;110;6245,3;687;2734;167,5;1003;4137;77,4;1126;4394;104,2;24187;97246;24;15781;61911;32,5;38508;149691;14,3;84656;329703;14;323998;1272231;8,6;9 123 133;eur;
2006039;VE;20060929;20061129;1;3;24;6;18;5;8;-1-3-6-18-24-;-5-8-;0;0;0;4;12;250022,4;12;29;29359,5;41;192;3167,5;680;2460;164,8;1315;4121;68,8;1933;7185;56,4;24813;91706;22,5;23169;91352;19,5;42294;147796;12,8;112340;461131;8,8;308684;1168200;8,3;2 247 500;eur;
2006038;VE;20060922;20061122;30;45;49;29;10;8;3;-10-29-30-45-49-;-3-8-;0;0;0;1;5;553842,3;1;3;261952,4;26;93;6035,7;299;1259;297,2;501;1911;137;993;3821;97,9;14730;56705;33,6;16016;62140;26,4;23007;87665;20;88017;344443;10,9;228110;889066;10,1;9 645 345;eur;
2006037;VE;20060915;20061115;10;49;26;6;16;7;9;-6-10-16-26-49-;-7-9-;0;0;0;0;4;649507,8;2;11;67025,3;32;96;5485,7;474;1606;218,6;784;2565;95,8;1192;4129;85;20031;70567;25,3;15922;57017;27;31644;113465;14,5;80458;301136;11,7;252244;922989;9,1;9 447 384;eur;
2006036;VE;20060908;20061108;12;10;32;33;1;8;1;-1-10-12-32-33-;-1-8-;0;0;0;1;6;406808,3;1;3;230891,2;24;80;6184,5;301;1340;246,1;427;1971;117,1;998;3867;85,2;16207;64022;26,2;14598;55137;26,3;23568;96161;16,1;69574;268461;12,4;237870;941652;8,4;3 545 317;eur;
2006035;VE;20060901;20061101;25;50;7;45;3;9;6;-3-7-25-45-50-;-6-9-;0;0;0;1;7;337100,5;1;12;55803,8;25;95;5034,9;325;1348;236,5;501;2314;96,4;839;3712;85,9;14638;63942;25,4;12585;52920;26,5;23294;103584;14,4;63696;263868;12,2;208603;878940;8,7;8 677 696;eur;
2006034;VE;20060825;20061025;47;10;28;48;40;8;6;-10-28-40-47-48-;-6-8-;1;1;57414511;3;6;475698,8;5;8;101246,7;17;77;7513,6;310;1271;303,4;461;1830;147,5;985;3910;98,6;14483;58648;33,5;15151;59632;28,4;22362;88704;20,4;81552;323239;12;224369;893467;10,3;6 074 377;eur;
2006033;VE;20060818;20061018;37;40;50;12;39;1;2;-12-37-39-40-50-;-1-2-;0;0;0;1;3;866860,3;3;10;73800,2;14;60;8785,7;212;982;357,8;380;1592;154,5;771;3337;105,3;12235;54231;33;11073;47840;32,3;18199;82116;20,1;62432;260450;13,6;200145;863346;9,7;4 583 874;eur;
2006032;VE;20060811;20061011;47;31;46;28;27;5;2;-27-28-31-46-47-;-2-5-;0;0;0;0;0;0;0;7;445391,9;17;77;6393,1;188;897;365,8;294;1375;167;838;3821;85,8;10472;46056;36,3;14920;65710;21,9;14847;64830;23,7;84515;393400;8,4;176216;781822;10;1 634 408;eur;
2006031;VE;20060804;20061004;26;15;32;14;1;7;3;-1-14-15-26-32-;-3-7-;0;0;0;0;4;586750,7;1;3;222013,7;14;118;4031,7;245;1121;282,9;342;1590;139,6;1130;5306;59,7;11443;54067;29,9;18323;83882;16,6;17968;84763;17,5;99577;455706;7;184499;832244;9,1;9 953 892;eur;
2006030;VE;20060728;20060927;3;43;29;8;12;6;7;-3-8-12-29-43-;-6-7-;0;0;0;2;2;1135174,4;5;13;49560,6;14;92;5002,2;382;1583;193,8;529;2228;96,3;838;3669;83,6;15500;65170;24;11834;50072;26,9;23681;97551;14,7;57633;248311;12,4;207497;896753;8,2;5 932 837;eur;
2006029;VE;20060721;20060920;50;4;38;2;9;8;6;-2-4-9-38-50-;-6-8-;0;1;25042525;1;4;592212,2;1;9;74693,4;15;74;6488,8;205;1052;304,2;475;1908;117,4;795;3418;93,6;12967;55502;29,4;11551;49401;28,5;23442;95427;15,7;60389;264292;12,2;192244;824782;9,3;6 075 460;eur;
2006028;VE;20060714;20060913;1;31;7;17;36;8;2;-1-7-17-31-36-;-2-8-;0;0;0;0;0;0;1;8;370709,4;24;99;4729,9;243;1039;300,4;495;2138;102,2;1089;4538;68,7;11136;50606;31,4;15130;66386;20,6;21201;94232;15,5;79857;355221;8,8;164174;758390;9,8;1 223 000;eur;
2006027;VE;20060707;20060906;35;9;7;43;18;7;5;-7-9-18-35-43-;-5-7-;0;2;34204133;6;13;249486,5;4;9;102267;46;189;3478,4;461;2118;206,9;612;2638;116,3;1870;7680;57;21061;88116;25,3;27780;114047;16,9;27521;110796;18,5;140276;577658;7,6;312684;1263885;8,3;0 748 747;eur;
2006026;VE;20060630;20060830;16;6;15;40;43;1;2;-6-15-16-40-43-;-1-2-;0;0;0;0;3;1003962,5;2;7;122103,5;20;97;6293,9;314;1354;300,5;447;1941;146,7;964;3806;106,9;16992;66396;31,2;14159;55809;32;23873;97889;19,5;75151;300685;13,6;267489;1054483;9,2;1 112 679;eur;
2006025;VE;20060623;20060823;44;30;9;21;43;9;1;-9-21-30-43-44-;-1-9-;0;0;0;2;7;391601;1;8;97238,7;26;115;4831,7;328;1558;237,7;495;2545;101,8;1232;4749;78;14725;61545;30,6;19503;72633;22,4;21792;94208;18,4;109189;401754;9,3;213486;868232;10,2;5 466 184;eur;
2006024;VE;20060616;20060817;26;36;1;16;30;9;3;-1-16-26-30-36-;-3-9-;0;0;0;2;12;209527,7;2;12;59460,5;28;101;5046,1;392;1440;235,9;578;2210;107,6;1143;4216;80,5;16550;61545;28,1;15519;57670;25,9;24687;93201;17,1;82780;318596;10,7;225458;836885;9,7;2 411 973;eur;
2006023;VE;20060609;20060809;3;34;39;15;12;4;6;-3-12-15-34-39-;-4-6-;0;0;0;3;9;268609;0;8;85755,2;28;116;4224,3;281;1418;230,3;475;2370;96,4;1152;5446;59,9;14247;64911;25,6;16498;72578;19,8;23867;107098;14,3;83972;363887;9;202237;883155;8,8;4 604 791;eur;
2006022;VE;20060602;20060802;41;7;48;27;8;6;1;-7-8-27-41-48-;-1-6-;0;0;0;2;6;394788,8;1;6;112034,6;20;83;5784,9;272;1020;313,8;441;1691;132,5;1055;3909;81,8;13201;51821;31,5;14910;58332;24,1;22723;88986;16,9;81554;326780;9,8;195616;781747;9,8;6 065 751;eur;
2006021;VE;20060526;20060726;21;41;12;2;49;3;7;-2-12-21-41-49-;-3-7-;0;2;7500000;1;9;263416,6;4;17;39575,3;35;120;4004,6;330;1268;252,6;561;2042;109,8;1335;5654;56,6;13376;53374;30,6;20481;84289;16,7;21150;83496;18;108160;452315;7,1;197232;804594;9,5;5 403 426;eur;
2006020;VE;20060519;20060719;49;34;25;3;5;8;5;-3-5-25-34-49-;-5-8-;0;1;15000000;0;2;1248252,6;1;3;236155,9;18;80;6325,6;323;1302;259,1;436;1668;141,5;1197;4924;68,5;16116;63577;27;19000;76464;19,4;21640;85053;18,6;100294;400849;8,5;244357;950305;8,5;6 725 858;eur;
2006019;VE;20060512;20060712;23;5;20;34;50;1;5;-5-20-23-34-50-;-1-5-;0;2;12820188;2;11;233631,2;4;15;48620,5;32;159;3276,3;426;2022;171,7;586;2543;95,5;1362;6236;55,6;17424;77618;22,8;19432;82046;18,6;22140;98291;16,6;93365;387938;9;244583;1044778;7,9;5 755 884;eur;
2006018;VE;20060505;20060705;8;50;16;4;14;9;3;-4-8-14-16-50-;-3-9-;0;0;0;1;4;615969,3;0;4;174802,1;26;108;4624,3;389;1447;230,1;661;2292;101,6;1096;4147;80,2;17426;66046;25,7;15184;59092;24,7;28946;109050;14,3;77218;307219;10,9;236981;916458;8,7;5 386 431;eur;
2006017;VE;20060428;20060628;17;5;33;22;10;7;5;-5-10-17-22-33-;-5-7-;1;4;6452983;2;20;131382,4;5;24;31070,1;56;304;1752;624;2949;120,4;849;3424;72,5;2133;9544;37,2;22825;98689;18,3;25543;107999;14,4;30212;121502;13,7;111707;471501;7,6;286048;1181143;7,2;6 149 422;eur;
2006016;VE;20060421;20060621;46;1;22;20;37;1;9;-1-20-22-37-46-;-1-9-;0;0;0;1;5;502185,1;2;7;101794,2;27;100;5089,7;272;987;343,7;377;1444;164,4;1210;4446;76,3;12570;49460;34,9;18801;69853;21,3;19940;78631;20,2;101157;371642;9,2;193193;766439;10,6;8 654 665;eur;
2006015;VE;20060414;20060614;34;35;26;16;49;6;2;-16-26-34-35-49-;-2-6-;0;1;25915863;0;3;887536,1;0;2;377802,5;23;113;4776,2;317;1186;303,3;502;1720;146,4;1333;5240;68,6;15177;56696;32,3;18489;71956;22;22744;86170;19,6;99583;389658;9,3;212005;820135;10,5;7 250 414;eur;
2006014;VE;20060407;20060607;13;12;29;50;44;4;5;-12-13-29-44-50-;-4-5-;0;0;0;2;3;915222,8;1;14;55655,4;18;90;6183,9;377;1518;244,4;580;2258;115;1053;4368;84,9;17382;72311;26,1;15340;64685;25,2;25641;104847;16,6;81692;337524;11,1;267363;1088975;8,1;0 911 292;eur;
2006013;VE;20060331;20060531;50;3;45;20;31;7;6;-3-20-31-45-50-;-6-7-;0;1;75753123;2;5;715464,3;4;11;92289,6;33;98;7399,3;513;1927;250,8;816;2872;117,8;1194;4766;101,4;21818;83615;29,4;18370;70602;30,1;32688;126307;17,9;101028;382201;12,7;313533;1227475;9,4;0 206 102;eur;
2006012;VE;20060324;20060524;17;47;28;33;35;4;9;-17-28-33-35-47-;-4-9-;0;0;0;4;11;313510,4;0;5;195732,1;34;117;5974,7;462;1600;291,2;721;2653;122,9;1437;5399;86,3;20428;76058;31,2;20845;79089;25,9;32822;124749;17,5;111875;426425;11;293720;1117509;10;;eur;
2006011;VE;20060317;20060517;50;44;5;45;32;7;1;-5-32-44-45-50-;-1-7-;0;0;0;0;4;822820,2;2;7;133430,3;18;89;7496;313;1246;356,9;478;1902;163,6;982;4271;104,1;15858;65902;34,4;16584;67413;29;24283;101319;20,6;99715;389072;11,5;256542;1031433;10,3;;eur;
2006010;VE;20060310;20060510;1;33;21;45;49;4;8;-1-21-33-45-49-;-4-8-;0;0;0;1;3;1035730,1;5;16;55110,6;21;115;5476,8;432;1731;242,5;644;2919;100,6;1148;4892;85,8;17207;71795;29,8;17129;69856;26,4;28851;120296;16,4;95331;381242;11,1;250697;1008281;9,9;;eur;
2006009;VE;20060303;20060503;5;44;10;8;3;3;5;-3-5-8-10-44-;-3-5-;0;0;0;2;10;297436,9;3;10;84407,7;177;447;1348,7;903;2682;149,8;1109;3287;85,5;4093;12387;32,4;30867;98219;20,8;35190;131129;13,4;37056;120180;15,7;138604;578030;7;352509;1281199;7,5;;eur;
2006008;VE;20060224;20060426;18;19;1;47;11;7;3;-1-11-18-19-47-;-3-7-;0;0;0;3;4;742185,5;5;18;46804,4;52;165;3647,1;499;1787;224,4;834;2965;94,7;2169;7605;52,7;21474;77167;26,5;28489;109371;16,1;34982;119990;15,7;141678;562765;7,2;289915;1075859;8,9;;eur;
2006007;VE;20060217;20060419;4;23;38;24;26;4;2;-4-23-24-26-38-;-2-4-;0;1;27813382;1;9;366762,7;3;10;93673,1;29;128;5227,2;358;1602;278,4;529;2331;133,9;1546;6514;68,4;19504;80450;28,2;25159;95427;20,5;27926;114096;18,3;122289;460514;9,7;295182;1173783;9,1;;eur;
2006006;VE;20060210;20060412;5;38;6;48;50;6;7;-5-6-38-48-50-;-6-7-;0;0;0;3;10;350342,4;2;6;165702,5;17;75;9468,7;341;1281;369,5;487;2001;165,6;1150;4180;113,2;19688;73925;32,6;17864;65605;31,7;28792;109350;20,3;100178;365503;13;301538;1135640;10;;eur;
2006005;VE;20060203;20060406;30;39;9;21;50;3;1;-9-21-30-39-50-;-1-3-;2;3;61191026;11;46;224419,2;21;67;43725;111;436;4799,4;1615;6443;216,5;2243;9281;105,2;3893;16508;84,5;60954;261237;27,2;56305;237895;25,8;87528;381199;17,2;303804;1258026;11,2;879349;3747671;8,9;;eur;
2006004;VE;20060127;20060330;9;21;15;40;49;4;1;-9-15-21-40-49-;-1-4-;0;0;0;0;13;657741,4;10;25;97061,3;46;238;7282,5;929;3942;293,1;1420;6576;122,9;2895;12493;92,4;46464;195695;30,1;43499;187791;27;73677;318416;17;235017;1008632;11,5;698181;2914433;9,5;;eur;
2006003;VE;20060120;20060323;15;12;50;33;44;6;2;-12-15-33-44-50-;-2-6-;0;0;0;3;18;373221,4;4;23;82889,3;57;261;5217,4;895;3645;249;1431;5539;114,7;3165;12248;74,1;40715;157305;29,4;48146;180780;22;61785;244081;17,4;263260;971110;9,4;613289;2330229;9,3;;eur;
2006002;VE;20060113;20060316;12;19;33;34;8;1;6;-8-12-19-33-34-;-1-6-;0;0;0;6;21;288088,1;4;19;90360,5;110;273;4492;1247;3662;223,2;1899;5685;100,6;4385;11667;70;56362;159178;26,1;60494;162562;22,1;90932;259194;14,8;300120;824030;10;781808;2186008;8,9;;eur;
2006001;VE;20060106;20060309;6;26;14;9;2;4;5;-2-6-9-14-26-;-4-5-;0;0;0;9;21;195331,7;11;30;38802,3;63;186;4470,3;1355;3639;152,3;2124;5367;72,2;2597;7784;71,2;47660;138042;20,4;31200;100522;24,2;72123;196048;13,2;147500;495725;11,2;553835;1725779;7,7;;eur;
2005052;VE;20051230;20060302;19;45;43;8;16;1;4;-8-16-19-43-45-;-1-4-;0;0;0;0;8;466812,7;3;10;105979,1;21;82;9231,6;462;1660;304;735;2744;128,7;1337;4715;107;22417;77955;33;21048;75338;29,4;34878;125541;18,8;110809;403008;12,6;341257;1201474;10;;eur;
2005051;VE;20051223;20060223;31;42;37;36;15;1;7;-15-31-36-37-42-;-1-7-;0;0;0;2;3;1107020,1;0;8;117807,8;23;85;7919,8;349;1397;321,2;511;2082;150,8;1098;4172;107,5;16193;63659;35,9;16308;63603;31;26431;107300;19,6;94912;367715;12,3;248450;977130;11;;eur;
2005050;VE;20051216;20060216;2;18;3;15;32;7;6;-2-3-15-18-32-;-6-7-;0;0;0;1;8;346861,3;3;11;71588;32;94;5983,8;359;1458;257,1;607;2425;108,2;1029;3691;101,5;17778;71132;26,8;16240;58029;28,4;27896;112057;15,7;78053;288657;13,1;263230;1029407;8,7;;eur;
2005049;VE;20051209;20060209;11;42;38;35;18;1;5;-11-18-35-38-42-;-1-5-;0;0;0;3;6;422158,7;1;6;119801,8;22;66;7779,3;319;1168;293;431;1746;137,2;1051;3886;88;14586;56818;30,7;16150;60244;24,9;21678;83483;19,2;92109;341441;10,1;224526;861557;9,5;;eur;
2005048;VE;20051202;20060202;1;30;20;9;23;4;7;-1-9-20-23-30-;-4-7-;0;0;0;3;7;336082,2;0;7;95374,6;28;126;3784,7;408;1563;203,4;717;2694;82,6;1138;4716;67,4;16761;66992;24,2;15563;63597;21,9;27550;109642;13,6;77609;322685;9,9;219338;877657;8,6;;eur;
2005047;VE;20051125;20060126;27;39;47;6;1;6;1;-1-6-27-39-47-;-1-6-;0;0;0;0;3;735259,1;3;12;52163,6;32;128;3493,1;258;1095;272,2;463;1846;113;1503;5049;59;12810;50879;29,8;18653;65311;20;19965;81703;17,1;72342;276033;10,9;193588;747406;9,5;;eur;
2005046;VE;20051118;20060119;34;17;18;48;25;3;2;-17-18-25-34-48-;-2-3-;0;0;0;1;4;546924,5;1;5;124166,6;9;54;8212;331;1053;280,7;428;1471;140,6;708;2629;112,4;13635;50389;29,9;10419;38407;33,8;18612;70932;19,5;56297;209712;14,2;197481;761628;9,3;;eur;
2005045;VE;20051111;20060112;41;16;36;42;15;5;3;-15-16-36-41-42-;-3-5-;0;1;45117030;0;2;1262278;2;7;102346,8;14;84;6092;258;955;357,2;357;1387;172,1;1036;4097;83,2;12196;47759;36,4;18091;74135;20,2;18568;68691;23,3;107547;449135;7,6;202731;813259;10;;eur;
2005044;VE;20051104;20060105;38;42;36;37;26;2;6;-26-36-37-38-42-;-2-6-;0;0;0;1;4;592653,2;1;6;112123,5;17;55;8736,9;183;794;403,4;345;1316;170,4;891;3079;104;10948;40888;39,9;14061;53333;26,4;16825;62207;24,2;83636;320623;10;176093;661186;11,6;;eur;
2005043;VE;20051028;20051229;14;50;47;44;36;3;5;-14-36-44-47-50-;-3-5-;0;0;0;1;5;441566,3;1;4;156636,7;16;66;6780,8;203;847;352,2;299;1202;173,7;801;3454;86,3;9969;42750;35,5;13173;56512;23,2;14136;59563;23,5;80825;355384;8,4;156524;673528;10,6;;eur;
2005042;VE;20051021;20051222;19;14;33;1;29;1;8;-1-14-19-29-33-;-1-8-;0;0;0;0;3;712536,9;3;8;75827,4;22;69;6279,7;274;1148;251,6;485;1834;110,2;866;3134;92,1;14084;54918;26,8;12197;44765;28,3;21781;86783;15,6;59696;223335;13;200711;774843;8,9;;eur;
2005041;VE;20051014;20051215;10;19;11;23;20;6;1;-10-11-19-20-23-;-1-6-;0;1;15000000;0;2;1099329,3;6;16;38996,4;31;95;4691,3;500;1600;185,6;887;2692;77,2;1385;4504;65,9;19370;66266;22,8;17670;60800;21,5;31741;112618;12,3;77054;281944;10,6;235936;864074;8,2;;eur;
2005040;VE;20051007;20051208;26;44;21;13;2;3;9;-2-13-21-26-44-;-3-9-;0;2;7500000;0;4;560592,5;2;8;79543,5;24;97;4685,9;269;1200;252,5;457;1854;114,4;1041;4222;71,7;14594;59069;26,1;16175;64063;20,8;22617;91671;15,5;75969;301671;10,1;214447;849847;8,5;;eur;
2005039;VE;20050930;20051201;11;50;48;6;47;1;6;-6-11-47-48-50-;-1-6-;1;4;6266595;0;2;1188436,3;1;5;134903,5;20;73;6599,9;279;1031;311,5;385;1486;151,3;966;3328;96,5;13449;50737;32,2;14827;53458;26,4;20159;77289;19,5;76675;281360;11,5;198469;743875;10,3;;eur;
2005038;VE;20050923;20051124;1;31;34;26;47;4;9;-1-26-31-34-47-;-4-9-;0;0;0;0;2;1150014,9;2;3;217570,3;10;43;10842,3;178;787;394,9;337;1289;168,7;761;3040;102,2;10672;41936;37,7;12135;49066;27,8;16715;66844;21,8;70552;284489;11;171541;684024;10,9;;eur;
2005037;VE;20050916;20051117;19;38;12;13;21;3;9;-12-13-19-21-38-;-3-9-;1;1;75888514;2;7;452651,6;4;10;89918,6;35;140;4587,6;497;1929;221,9;737;2989;100,2;1617;6252;68,4;23342;91259;23,9;22270;88129;21,3;34396;135569;14,8;107457;422847;10,2;322844;1266599;8,1;;eur;
2005036;VE;20050909;20051110;31;12;50;19;8;7;6;-8-12-19-31-50-;-6-7-;0;0;0;3;8;375440,1;3;10;85235;37;118;5159,5;469;1708;237,6;767;2704;105;1123;4194;96,7;20522;75723;27,3;16133;59950;29,7;32157;116726;16,3;81866;312411;13,1;282064;1074223;9;;eur;
2005035;VE;20050902;20051103;43;3;4;50;14;3;6;-3-4-14-43-50-;-3-6-;0;0;0;0;0;0;4;9;401514;14;84;6792,5;276;1157;328,7;420;1741;152,9;894;3727;102;14378;57929;33,4;16196;65076;25,7;21690;89966;19,8;89328;355757;10,7;233802;950697;9,6;;eur;
2005034;VE;20050826;20051027;29;35;40;41;9;6;1;-9-29-35-40-41-;-1-6-;0;0;0;1;3;869806,1;3;8;92563,8;10;62;8531,2;227;952;370,4;356;1550;159,2;812;3128;112,7;12401;49596;36,2;13710;52134;29,7;19793;83359;19,8;80060;296149;12;197861;787911;10,7;;eur;
2005033;VE;20050819;20051020;41;29;11;24;31;3;1;-11-24-29-31-41-;-1-3-;0;0;0;4;7;347334,2;3;6;114995,7;12;55;8960,7;253;1224;268,4;402;1891;121,6;1035;4312;76,1;13652;62371;26,8;13557;55997;25,8;19845;93143;16,5;70165;280043;11,8;189119;813868;9,6;;eur;
2005032;VE;20050812;20051013;37;23;40;15;30;7;9;-15-23-30-37-40-;-7-9-;0;0;0;1;3;805550,9;5;10;68580,6;12;84;5831,6;270;1254;260,4;382;1936;118;855;3782;86,3;11812;56539;29,4;12189;54737;26,2;18110;86735;17,6;70551;300004;10,9;179466;821235;9,5;;eur;
2005031;VE;20050805;20051006;21;11;2;22;30;4;6;-2-11-21-22-30-;-4-6-;0;0;0;1;8;297880,4;7;15;45084,6;32;117;4128,6;350;1636;196,8;658;2734;82,4;1202;5151;62,5;15363;64955;25,2;16693;73673;19,2;26014;110961;13,6;79664;352278;9,2;201575;876702;8,8;;eur;
2005030;VE;20050729;20050929;50;3;19;49;26;5;4;-3-19-26-49-50-;-4-5-;0;1;115436126;3;9;667248,2;5;16;106511,7;46;192;6339,9;668;2814;288,3;972;4259;133,3;2002;8648;93,8;32372;135082;30,6;30436;128348;27,8;46453;191623;19,9;164602;700001;11,7;497272;2101652;9,2;;eur;
2005029;VE;20050722;20050922;49;14;41;3;48;1;4;-3-14-41-48-49-;-1-4-;0;0;0;1;4;1228549,9;2;16;87160,6;22;105;9486,8;399;1740;381,6;662;2741;169,5;1471;6051;109,7;22389;90208;37,5;23397;94253;31;35028;142700;21,8;133469;529733;12,6;364560;1446120;11;;eur;
2005028;VE;20050715;20050915;42;23;1;11;12;6;3;-1-11-12-23-42-;-3-6-;0;0;0;2;10;416172,7;0;18;65612,8;35;159;5305,6;622;2412;233,1;903;3683;106,8;1914;7768;72,3;28034;114828;24,9;26974;108841;22,7;41695;170888;15,4;134913;550489;10,3;391718;1585217;8,5;;eur;
2005027;VE;20050708;20050908;42;46;36;35;49;8;2;-35-36-42-46-49-;-2-8-;0;0;0;2;7;492098;2;16;61096,6;32;101;6913,3;402;1402;332;554;1950;167,1;1173;4336;107,3;16250;59808;39,6;19696;74153;27,6;23748;89362;24,4;118824;460419;10,2;241452;922699;12,1;;eur;
2005026;VE;20050701;20050901;23;28;5;4;25;3;4;-4-5-23-25-28-;-3-4-;0;0;0;3;9;317190,3;0;4;202530,3;27;119;4862,6;442;1654;233,2;636;2303;117,2;1299;4899;78,7;19668;77671;25,3;18979;72470;23,4;27914;109021;16,6;96577;361831;10,7;284768;1152521;8;;eur;
2005025;VE;20050624;20050825;6;15;8;14;45;7;8;-6-8-14-15-45-;-7-8-;0;0;0;3;5;471893,5;6;9;74397,6;18;64;7472,9;362;1186;268,8;522;1641;136;920;3300;96,6;17366;58689;27,7;12768;47324;29,6;24860;83955;17,8;61471;235655;13,6;236387;890457;8,5;;eur;
2005024;VE;20050617;20050818;8;4;10;21;18;7;1;-4-8-10-18-21-;-1-7-;0;0;0;4;9;241670;6;19;32486,2;33;93;4740,6;501;1766;166,4;902;3209;64,1;1275;4054;72,5;19650;68208;21,9;14933;51042;25,3;33061;119726;11,5;70029;249349;11,9;232281;838740;8,4;;eur;
2005023;VE;20050610;20050811;37;32;47;7;6;7;1;-6-7-32-37-47-;-1-7-;0;0;0;3;5;395836,4;0;4;140414,9;20;61;6576,8;229;818;326,9;305;1175;159,3;1012;3651;73,2;12393;49202;27,7;11244;41672;28,2;16248;67800;18,5;60170;228757;11,8;168636;664832;9,6;;eur;
2005022;VE;20050603;20050804;8;11;3;17;50;5;1;-3-8-11-17-50-;-1-5-;0;0;0;4;10;185245,4;1;5;105139,3;22;88;4267;350;1135;220,5;521;1655;105,8;952;3694;67,7;13372;53340;23,9;12461;54106;20,3;19380;75289;15,6;60412;264460;9,5;175748;755858;7,9;;eur;
2005021;VE;20050527;20050728;50;48;31;2;24;9;4;-2-24-31-48-50-;-4-9-;0;0;0;0;0;0;2;9;248346,9;15;67;5267,3;161;758;310,3;257;1147;143,5;542;2507;93,8;7580;33664;35,6;8298;37258;27,7;12066;52377;21,1;49063;212080;11,2;117946;509866;11;;eur;
