annee_numero_de_tirage;jour_de_tirage;date_de_tirage;numero_de_tirage_dans_le_cycle;date_de_forclusion;boule_1;boule_2;boule_3;boule_4;boule_5;etoile_1;etoile_2;boules_gagnantes_en_ordre_croissant;etoiles_gagnantes_en_ordre_croissant;nombre_de_gagnant_au_rang1_Euro_Millions_en_france;nombre_de_gagnant_au_rang1_Euro_Millions_en_europe;rapport_du_rang1_Euro_Millions;nombre_de_gagnant_au_rang2_Euro_Millions_en_france;nombre_de_gagnant_au_rang2_Euro_Millions_en_europe;rapport_du_rang2_Euro_Millions;nombre_de_gagnant_au_rang3_Euro_Millions_en_france;nombre_de_gagnant_au_rang3_Euro_Millions_en_europe;rapport_du_rang3_Euro_Millions;nombre_de_gagnant_au_rang4_Euro_Millions_en_france;nombre_de_gagnant_au_rang4_Euro_Millions_en_europe;rapport_du_rang4_Euro_Millions;nombre_de_gagnant_au_rang5_Euro_Millions_en_france;nombre_de_gagnant_au_rang5_Euro_Millions_en_europe;rapport_du_rang5_Euro_Millions;nombre_de_gagnant_au_rang6_Euro_Millions_en_france;nombre_de_gagnant_au_rang6_Euro_Millions_en_europe;rapport_du_rang6_Euro_Millions;nombre_de_gagnant_au_rang7_Euro_Millions_en_france;nombre_de_gagnant_au_rang7_Euro_Millions_en_europe;rapport_du_rang7_Euro_Millions;nombre_de_gagnant_au_rang8_Euro_Millions_en_france;nombre_de_gagnant_au_rang8_Euro_Millions_en_europe;rapport_du_rang8_Euro_Millions;nombre_de_gagnant_au_rang9_Euro_Millions_en_france;nombre_de_gagnant_au_rang9_Euro_Millions_en_europe;rapport_du_rang9_Euro_Millions;nombre_de_gagnant_au_rang10_Euro_Millions_en_france;nombre_de_gagnant_au_rang10_Euro_Millions_en_europe;rapport_du_rang10_Euro_Millions;nombre_de_gagnant_au_rang11_Euro_Millions_en_france;nombre_de_gagnant_au_rang11_Euro_Millions_en_europe;rapport_du_rang11_Euro_Millions;nombre_de_gagnant_au_rang12_Euro_Millions_en_france;nombre_de_gagnant_au_rang12_Euro_Millions_en_europe;rapport_du_rang12_Euro_Millions;nombre_de_gagnant_au_rang13_Euro_Millions_en_france;nombre_de_gagnant_au_rang13_Euro_Millions_en_europe;rapport_du_rang13_Euro_Millions;nombre_de_gagnant_au_rang1_Etoile+;rapport_du_rang1_Etoile+;nombre_de_gagnant_au_rang2_Etoile+;rapport_du_rang2_Etoile+;nombre_de_gagnant_au_rang3_Etoile+;rapport_du_rang3_Etoile+;nombre_de_gagnant_au_rang4_Etoile+;rapport_du_rang4_Etoile+;nombre_de_gagnant_au_rang5_Etoile+;rapport_du_rang5_Etoile+;nombre_de_gagnant_au_rang6_Etoile+;rapport_du_rang6_Etoile+;nombre_de_gagnant_au_rang7_Etoile+;rapport_du_rang7_Etoile+;nombre_de_gagnant_au_rang8_Etoile+;rapport_du_rang8_Etoile+;nombre_de_gagnant_au_rang9_Etoile+;rapport_du_rang9_Etoile+;nombre_de_gagnant_au_rang10_Etoile+;rapport_du_rang10_Etoile+;numero_My_Million;numero_Tirage_Exceptionnel_Euro_Millions
2018010;VENDREDI;02/02/2018;11;04/04/2018;36;39;34;14;48;2;3;-14-34-36-39-48-;-2-3-;0;0;0;1;3;511561,7;2;9;39716,1;5;41;4264,3;206;965;193,2;346;1818;143,1;345;1954;75,5;5303;28065;24,2;8894;44803;16;17641;91932;14,7;32003;161018;11,9;134786;669394;8,6;263317;1363018;5,2;0;0;2;3921,9;35;50,7;72;24,6;1166;5,2;2029;3,4;7042;3,4;14483;10,8;30267;2,3;387370;1,9;WB4049390;;
2018011;MARDI   ;06/02/2018;12;08/04/2018;8;28;17;38;34;6;12;-8-17-28-34-38-;-6-12-;0;0;0;0;5;259091;1;14;21551,8;9;37;3988,7;265;1067;147,5;379;1719;127,8;599;2956;42,1;5004;23608;24,3;8658;41623;14,5;23302;114702;10;25203;121659;13,3;112963;552906;8,8;305413;1484274;4;0;0;5;1296;61;24;114;12,8;1267;3,9;2069;2,7;6066;3,3;9935;13;26305;2,2;216395;2,9;CY5180557;;
2018012;VENDREDI;09/02/2018;13;11/04/2018;38;22;31;44;36;11;1;-22-31-36-38-44-;-1-11-;0;0;0;0;1;1711394,6;1;8;49825,4;10;52;3749,4;163;925;224,8;423;2179;133,2;465;2260;72,8;5923;31650;23,9;8376;43948;18,2;22081;112639;13,4;33440;174441;12,2;126533;664157;9,6;335379;1708450;4,6;0;0;3;2743,7;32;58,3;92;20,2;1231;5,1;1817;4;7490;3,4;14452;11,3;27638;2,7;302481;2,6;CM4527958;;
2018013;MARDI   ;13/02/2018;14;15/04/2018;13;44;10;21;17;10;1;-10-13-17-21-44-;-1-10-;0;0;0;1;4;333912,5;4;9;34565,3;9;42;3622,9;265;1130;143,6;488;2160;104,8;771;3144;40,8;5646;27406;21,5;11214;49475;12,6;29180;132437;8,9;27276;134707;12,4;139699;643127;7,8;364223;1698031;3,6;0;0;4;1651,3;63;23,7;102;14,6;1256;4;2732;2,1;6322;3,2;9185;14,3;33517;1,7;217713;2,9;OJ8429835;;
2018014;VENDREDI;16/02/2018;15;18/04/2018;23;32;50;12;10;10;4;-10-12-23-32-50-;-4-10-;0;0;0;1;5;355136,6;3;17;24328;17;67;3019,2;281;1409;153,1;547;2619;115;697;3301;51,7;7895;37497;20,9;12223;60136;13,8;29993;149371;10,5;38822;187050;11,8;169434;834983;7,9;419599;2066188;3,9;1;7471,1;2;446;54;35,1;154;12,3;1841;3,5;2721;2,7;8895;2,9;13022;12,8;38411;1,9;293201;2,7;QB7663061;;
2018015;MARDI   ;20/02/2018;16;22/04/2018;6;25;14;19;29;11;5;-6-14-19-25-29-;-5-11-;0;0;0;0;6;257544;6;21;17138,5;11;60;2934;329;1452;129,3;478;2540;103,1;733;3227;46;6775;36205;18,9;11976;57333;12,6;29450;131701;10,3;34199;184689;10,4;159224;775787;7,4;384761;1755147;4;0;0;4;1882,8;64;26,6;121;14,1;1463;3,9;2692;2,4;7660;3;12081;12,4;36042;1,9;267616;2,7;AF0668570;;
2018016;VENDREDI;23/02/2018;1;25/04/2018;18;17;28;47;10;3;7;-10-17-18-28-47-;-3-7-;0;2;88862248;2;5;485787,2;4;16;35357,9;31;172;1608,8;451;1994;148;1626;6898;59,7;793;3890;60;24203;98958;10,8;21617;90759;12,5;39470;179067;12;113126;486402;6,2;312416;1322556;6,9;563992;2594009;4,3;0;0;11;1072,3;117;22,8;352;7,5;5444;1,6;4769;2,2;25482;1,4;37347;6,3;70443;1,5;486857;2,3;PF4875378;F MJX 88807,F KGR 04119,F GVD 66005,F NNQ 00970,E BCC 58926,E BCF 59168,E BFR 43398,E BFB 97797,E BBK 43966,E BFN 38701,E BFX 08749,J LVW 63060,X LVX 49260,J LVR 34110,X LVR 17841,T LVN 02629,I DKB 06633,P PMB 07380,P PJB 00440,P PPC 06497,B JLV 45645,B JMT 67227,B JNM 90928,B JNB 77106,S NPH 91972;
2018017;MARDI   ;27/02/2018;2;29/04/2018;48;31;3;41;50;11;8;-3-31-41-48-50-;-8-11-;0;0;0;0;0;0;0;2;498733,9;6;21;4388,9;88;387;254;152;917;149,6;137;855;91;2408;13776;26;3587;19689;19,2;8158;44670;16;14347;77440;13;59110;316170;9,6;140473;724282;5,1;0;0;0;0;19;293,2;43;23,9;632;5,5;834;4,8;3632;3,8;6796;13,3;14617;2,8;176681;2,5;AP1727538;;
2018018;VENDREDI;02/03/2018;3;02/05/2018;2;7;34;48;45;1;12;-2-7-34-45-48-;-1-12-;0;0;0;0;2;556145,8;4;10;25906,5;2;21;6034,1;106;577;234,2;222;1135;166,2;267;1499;71,3;3709;17774;27,7;5136;25546;20,3;15559;73784;13,3;20444;98073;14,2;82626;395706;10,5;254581;1173433;4,3;0;0;1;6050,7;31;44,2;55;24,9;912;5,1;1229;4,3;5060;3,7;8499;14,2;19424;2,8;188640;3,1;BY0956921;;
2018019;MARDI   ;06/03/2018;4;06/05/2018;26;44;20;31;15;2;9;-15-20-26-31-44-;-2-9-;0;0;0;0;4;212510,8;0;7;28283,5;5;39;2483;101;613;168,5;313;1554;92,7;218;1307;62,5;5223;24047;15,6;5488;27641;14,4;11377;57846;13;28408;131279;8,1;85276;410692;7,7;172977;843713;4,6;0;0;1;4616,6;24;43,6;94;11,1;1335;2,6;1384;2,9;7520;1,9;11595;7,9;21395;1,9;194808;2,3;FI6507922;;
2018020;VENDREDI;09/03/2018;5;09/05/2018;44;9;14;21;32;12;1;-9-14-21-32-44-;-1-12-;0;0;0;0;2;596941;1;21;13241,3;10;39;3487,4;170;848;171;297;1444;140,2;546;2737;41,9;4053;20167;26,2;6599;32400;17,2;22232;105598;10;21733;105822;14,1;95361;459675;9,7;305753;1436467;3,8;0;0;2;3146,1;31;46;74;19,2;978;4,9;1494;3,7;5451;3,5;9400;13,3;22717;2,5;193403;3,1;GS6770929;;
2018021;MARDI   ;13/03/2018;1;13/05/2018;11;9;13;33;49;12;6;-9-11-13-33-49-;-6-12-;0;1;61521581;1;3;304873,8;3;6;35504,3;7;32;3256,1;191;821;135,3;259;1168;132,8;529;2537;34,6;3457;16318;24,8;6608;30904;13,8;20003;91082;8,8;17097;82028;13,9;87853;415404;8,2;252776;1173870;3,5;0;0;2;2430,9;52;21,1;54;20,4;924;4;1669;2,6;4456;3,3;6734;14,4;21588;2;152880;3,1;QI5774363;;
2018022;VENDREDI;16/03/2018;2;16/05/2018;31;4;27;24;17;11;10;-4-17-24-27-31-;-10-11-;0;0;0;0;3;357906,8;4;8;31260,2;4;36;3397,8;177;868;150,3;241;1318;138,1;650;3011;34,3;3402;18824;25,2;7299;34411;14,6;24658;110927;8,5;17409;96201;13,9;93154;451314;8,9;309522;1398493;3,5;0;0;1;5731,7;52;24,9;64;20,2;795;5,5;1805;2,8;3953;4,5;6404;17,9;22992;2,2;173080;3,2;LJ0824142;;
2018023;MARDI   ;20/03/2018;3;20/05/2018;44;39;29;26;37;9;11;-26-29-37-39-44-;-9-11-;0;0;0;1;2;385608,5;1;2;89812,6;3;21;4183,8;87;472;198,5;209;1089;120,1;231;1115;66,5;2563;14333;23,8;4402;22841;15,8;10539;51922;13,1;13864;75884;12,7;62449;324786;8,9;149206;742868;4,7;0;0;1;4239,5;21;45,7;65;14,7;651;5;1076;3,5;3600;3,6;6657;12,7;15608;2,4;165122;2,5;DQ3646475;;
2018024;VENDREDI;23/03/2018;4;23/05/2018;46;5;50;7;11;11;8;-5-7-11-46-50-;-8-11-;0;0;0;1;4;274834;0;1;256047,9;3;26;4816,9;171;782;170,8;316;1537;121,3;431;1824;57,9;4239;21909;22,2;8163;37125;13,8;20953;89006;10,9;21209;113358;12,1;108288;518659;7,9;279212;1263442;4;0;0;1;5752;48;27,1;83;15,7;1079;4,1;2104;2,4;5257;3,3;7671;14,9;27029;1,9;197398;2,8;SI3181905;;
2018025;MARDI   ;27/03/2018;5;27/05/2018;46;40;20;23;17;9;10;-17-20-23-40-46-;-9-10-;0;0;0;0;0;0;2;7;142841,9;3;13;7107,1;91;531;185,5;167;956;143,8;182;1160;67,2;2469;14104;25,4;4705;23981;15,8;10326;55828;12,8;13573;73908;13,7;71683;367137;8,3;167363;852071;4,3;0;0;1;4241,7;25;38,4;36;26,7;581;5,6;1192;3,1;3215;4;5167;16,4;18175;2,1;163025;2,5;JA8248258;;
2018026;VENDREDI;30/03/2018;6;30/05/2018;35;47;28;17;12;7;11;-12-17-28-35-47-;-7-11-;0;0;0;0;4;282848,6;6;11;23955,8;9;55;2343,5;213;870;158;366;1776;108;391;1923;56,6;5307;25476;19,6;8568;39337;13,4;17797;83813;11,9;26802;129691;10,9;122558;559458;7,6;256342;1204806;4,3;0;0;3;1957,3;49;27,1;85;15,6;1256;3,6;1985;2,6;6455;2,8;10699;10,9;29072;1,8;233268;2,4;UJ6957586;;
2018027;MARDI   ;03/04/2018;7;03/06/2018;43;3;40;16;8;8;5;-3-8-16-40-43-;-5-8-;0;0;0;2;5;164985,3;2;3;64044,9;7;42;2237,5;130;654;153,2;372;1915;73;233;1174;67,5;5411;28448;12,8;5847;29617;13;10902;54389;13,4;29148;151144;6,8;82055;416552;7,4;162686;805870;4,7;0;0;3;1422,8;30;32,2;96;10;1333;2,4;1436;2,6;7224;1,8;11319;7,5;20367;1,9;171460;2,4;OW8838082;;
2018028;VENDREDI;06/04/2018;1;06/06/2018;45;47;29;33;1;4;8;-1-29-33-45-47-;-4-8-;0;1;76119641;0;2;614190,8;0;7;40872;9;35;3998,3;136;708;210,8;338;1848;112,7;276;1464;80,7;5694;28515;19;6409;32928;17,4;14124;73462;14,8;34490;168281;9,1;102498;516669;8,9;223797;1139793;4,9;0;0;1;6101;22;62,8;83;16,6;1305;3,6;1485;3,6;7873;2,4;15166;8;23681;2,3;253417;2,3;JW5766071;;
2018029;MARDI   ;10/04/2018;1;10/06/2018;48;14;39;46;27;11;12;-14-27-39-46-48-;-11-12-;0;1;17000000;1;2;371546,9;1;7;24725;3;14;6046,8;85;424;212,9;123;717;175,7;285;1321;54,1;1988;11155;29,5;3313;17965;19,3;10501;52314;12,5;10029;56549;16,4;46062;250305;11,1;152046;759494;4,5;1;3608,2;0;0;22;61,1;39;23,4;472;6,6;783;4,6;2497;5;4162;19,4;11555;3,1;117431;3,3;OL0051853;;
2018030;VENDREDI;13/04/2018;2;13/06/2018;48;50;34;25;5;7;6;-5-25-34-48-50-;-6-7-;0;0;0;1;8;170553,8;1;8;39723,9;10;39;3985,6;166;934;177,5;428;1899;121,8;333;1766;74,3;6641;29175;20,7;8911;41044;15,5;18027;84787;14,2;39589;164842;10,3;149258;633647;8;283889;1284361;4,9;0;0;1;7440,5;44;38,3;84;20;1330;4,3;1873;3,5;8199;2,8;15192;9,7;32068;2,1;364960;1,9;SI8940151;;
2018031;MARDI   ;17/04/2018;3;17/06/2018;39;15;33;27;50;6;4;-15-27-33-39-50-;-4-6-;0;0;0;0;1;797614,7;0;3;61924,5;4;34;2672,5;88;559;173,3;305;1438;94;226;1366;56,1;4411;20248;17,4;4161;24005;15,5;9587;55641;12,7;24848;110890;9;66386;355112;8,4;146523;802553;4,5;0;0;1;4425,1;21;47,7;71;14,1;1137;3;1068;3,7;6602;2;12051;7,3;17218;2,3;180817;2,3;ML3541283;;
2018032;VENDREDI;20/04/2018;Super Jackpot et tirages suivants;20/06/2018;44;39;3;25;16;11;7;-3-16-25-39-44-;-7-11-;0;0;0;0;3;653161,7;2;18;25354,8;7;62;3600,5;279;1482;160,6;564;3054;108,8;626;3326;56,6;8587;43327;20;12267;61778;14,8;26654;138348;12,5;47485;232051;10,5;186600;904841;8,1;401903;2000295;4,5;0;0;0;0;71;169,4;140;15,8;1967;3,8;2831;3;11063;2,7;18740;10,4;42749;2;400387;2,4;EA0911093;;
2018033;MARDI   ;24/04/2018;1;24/06/2018;28;44;30;23;20;3;7;-20-23-28-30-44-;-3-7-;0;1;138724202;1;4;319079,5;1;12;24772,4;17;57;2550,9;207;978;158,5;657;3130;69,1;467;2081;59;9940;47549;11,8;9185;45687;13;18046;93649;12;51778;253163;6,3;131867;663949;7,2;243202;1328641;4,4;0;0;3;1997,9;43;31,5;185;7,3;2465;1,8;2254;2,3;12902;1,4;20460;5,8;32787;1,6;255694;2,2;KQ1396187;;
2018034;VENDREDI;27/04/2018;2;27/06/2018;24;40;12;41;46;5;12;-12-24-40-41-46-;-5-12-;0;0;0;0;3;359513,2;0;6;41867,3;1;23;5342,2;110;559;234,4;186;1088;168,1;258;1347;77;3056;17138;27,8;5062;27557;18,3;12881;65598;14,5;16980;92081;14,6;81300;425397;9,5;212428;1025311;4,8;0;0;0;0;26;278,6;46;29;723;6,3;1257;4,1;4251;4,3;7288;16,2;19546;2,7;211256;2,7;CW6915663;;
2018035;MARDI   ;01/05/2018;3;01/07/2018;48;42;15;17;6;4;6;-6-15-17-42-48-;-4-6-;0;0;0;0;2;353322,1;1;4;41146,3;5;26;3096,2;70;440;195,1;291;1256;95,4;164;1019;66,7;4260;19621;15,9;4288;22676;14,5;8668;47577;13,1;22834;104981;8,4;65224;336895;7,8;137129;726765;4,4;0;0;1;3693,6;13;64,4;80;10,4;1130;2,5;1135;2,9;6040;1,8;9226;8;17402;1,9;140638;2,5;HQ8482967;;
2018036;VENDREDI;04/05/2018;4;04/07/2018;23;6;12;45;39;12;9;-6-12-23-39-45-;-9-12-;0;0;0;0;5;223411,3;4;12;21681,2;4;22;5784,5;163;857;158,3;219;1238;153;464;2171;49,4;3179;17430;28,3;6931;34480;15,1;19613;90663;10,9;16310;90023;15,5;99577;485411;8,6;272108;1263411;4;0;0;0;0;44;164,2;57;23,4;760;5,9;1733;3;3944;4,6;6443;18,2;24968;2,1;199089;2,9;QV8618114;;
2018037;MARDI   ;08/05/2018;1;08/07/2018;17;35;25;39;44;5;2;-17-25-35-39-44-;-2-5-;0;1;45566998;0;1;788327,8;1;7;26230;5;25;3592,3;104;592;161,8;278;1541;86,7;193;1270;59,7;4316;22688;15,3;4505;27328;13,5;9489;55653;12,5;22142;121697;8,1;67868;391445;7,5;136938;771586;4,7;0;0;1;3932,6;19;46,9;63;14,1;1072;2,8;1144;3;5541;2,2;9986;7,8;17008;2,1;174966;2,2;JN4160608;;
2018038;VENDREDI;11/05/2018;2;11/07/2018;22;34;3;50;49;11;8;-3-22-34-49-50-;-8-11-;0;0;0;0;4;249726,2;1;5;46531,2;7;37;3075,6;112;669;181,4;239;1328;127,5;278;1531;62,7;3330;18928;23,3;5318;29473;15,8;12567;67842;13;18195;101366;12,3;79495;425330;8,8;194817;992779;4,6;0;0;2;2575,5;24;48,6;47;24,8;777;5,1;1258;3,6;4361;3,6;7903;13;19014;2,4;191824;2,6;US3396646;;
2018039;MARDI   ;15/05/2018;3;15/07/2018;20;16;4;31;39;2;12;-4-16-20-31-39-;-2-12-;0;0;0;0;0;0;2;10;91832,7;4;19;4466;98;532;170,1;130;803;157,3;243;1338;53,5;2161;11355;29;4049;20991;16,6;11182;56334;11,7;11383;58948;15,8;59286;300911;9,3;160755;798453;4,3;0;0;2;1998,7;20;45,3;35;25,8;555;5,5;1044;3,4;2947;4,2;5030;15,8;15367;2,3;138540;2,8;KX5399536;;
2018040;VENDREDI;18/05/2018;4;18/07/2018;8;31;5;10;13;6;3;-5-8-10-13-31-;-3-6-;0;0;0;4;6;175512,3;4;15;16351,5;31;97;1236,8;460;1539;83,1;767;3001;59,5;869;3099;32,6;8787;35599;13,1;12848;52400;9,4;26480;106432;8,7;38949;165889;7,9;140636;626624;6,3;283223;1267116;3,8;0;0;7;770,3;119;10,2;182;6,7;2070;2;3249;1,4;9343;1,7;12989;8,3;34267;1,4;200604;2,6;FA2051153;;
2018041;MARDI   ;22/05/2018;5;22/07/2018;48;11;1;37;41;8;12;-1-11-37-41-48-;-8-12-;0;0;0;0;0;0;0;3;308470,6;1;13;6577,7;60;366;249,2;130;717;177,5;170;908;79,5;1827;10776;30,8;3217;17848;19,6;8677;47909;13,8;10195;58842;15,9;50948;276427;10,2;141331;732470;4,7;0;0;0;0;12;392,9;27;32,2;415;7,1;795;4,3;2366;5;4429;17,3;12710;2,7;133256;2,8;SR6620633;;
2018042;VENDREDI;25/05/2018;6;25/07/2018;13;16;15;41;28;4;5;-13-15-16-28-41-;-4-5-;0;0;0;1;2;560877,5;2;12;21772,4;10;47;2719;165;869;156,8;376;1992;95,5;338;1701;63,4;5648;27402;18,1;8404;42040;12,4;16052;79525;12,4;27640;138770;10,1;118853;604725;6,9;230936;1146351;4,5;0;0;2;2751,4;39;31,9;87;14,3;1302;3,2;1989;2,4;6309;2,7;9712;11,3;28553;1,7;223905;2,4;SI9334422;;
2018043;MARDI   ;29/05/2018;7;29/07/2018;20;43;6;38;11;4;2;-6-11-20-38-43-;-2-4-;0;0;0;1;5;164503,7;1;9;21286;5;22;4259,3;127;565;176,9;259;1269;109,9;237;1168;67,7;3913;19354;18,8;5499;26322;14,6;10957;54538;13,3;21277;104785;9,8;80284;387481;7,9;165733;823102;4,6;1;3740,9;1;446,6;28;33,8;53;17,9;920;3,5;1330;2,8;5006;2,5;8274;10,1;20308;1,8;170395;2,4;BG2463263;;
2018044;VENDREDI;01/06/2018;1;01/08/2018;29;17;40;24;18;4;5;-17-18-24-29-40-;-4-5-;0;2;37145179;0;0;0;0;8;183844,5;9;39;3484,6;144;866;167,3;393;1966;102,9;293;1723;66,6;5764;28380;18,6;8161;42801;13;16030;83791;12,6;29560;147619;10,1;124387;636537;7;251470;1245568;4,4;0;0;2;2933;28;47,4;101;13,1;1390;3,2;1844;2,8;6656;2,7;10895;10,7;28941;1,8;241101;2,3;RF9811085;;
2018045;MARDI   ;05/06/2018;1;05/08/2018;39;46;9;22;15;5;4;-9-15-22-39-46-;-4-5-;0;1;17000000;0;2;360735,7;2;6;28006,4;6;30;2739,7;119;614;142,7;242;1098;111,4;220;1173;59,1;3262;16388;19,5;4690;24743;13,6;9377;47906;13,3;18090;91180;9,9;70434;362325;7,4;141372;705841;4,7;0;0;2;1943,3;28;31,4;76;11,5;807;3,7;1168;2,9;4709;2,5;7675;10,1;18171;1,9;165163;2,3;QR2506960;;
2018046;VENDREDI;08/06/2018;1;08/08/2018;43;46;8;32;19;8;2;-8-19-32-43-46-;-2-8-;0;1;17000000;0;2;520450;4;9;26937,4;16;61;1943,9;135;718;176,1;480;2226;79,3;329;1602;62,5;6733;31520;14,6;6355;31567;15,4;13345;66991;13,7;37118;175269;7,4;96027;469714;8,3;197723;979042;4,9;0;0;3;1803,1;27;45,4;115;10,6;1683;2,4;1509;3,2;9214;1,8;15473;6,9;23059;2,1;222734;2,3;EA6022663;;
2018047;MARDI   ;12/06/2018;2;12/08/2018;36;38;23;21;7;6;8;-7-21-23-36-38-;-6-8-;0;0;0;2;5;142783,8;2;5;33255,9;9;40;2033,3;101;571;151,9;291;1387;87,3;275;1374;49,9;4074;19025;16,6;5188;26488;12,6;12242;60413;10,4;20918;96830;9,2;73765;366496;7,3;161126;799959;4,1;2;1892,3;3;150,6;28;34,2;98;9,7;1082;3;1453;2,6;5523;2,3;9267;9,1;19902;1,9;168893;2,4;MT6899518;;
2018048;VENDREDI;15/06/2018;3;15/08/2018;26;23;49;33;38;1;12;-23-26-33-38-49-;-1-12-;0;0;0;0;3;337478,9;2;3;78602,6;6;24;4805,8;112;581;211,7;242;1188;144,5;284;1542;63,1;3316;16457;27,2;4879;24925;19;14595;75404;11,8;18270;88960;14,2;73565;368104;10,3;224282;1112523;4,2;0;0;3;1973,3;27;49,6;60;22,3;882;5,1;1240;4,2;5020;3,6;8817;13,4;19087;2,8;190712;3;VK5106710;;
2018049;MARDI   ;19/06/2018;1;19/08/2018;26;7;19;50;42;9;4;-7-19-26-42-50-;-4-9-;1;1;36158964;2;3;246455,5;2;7;24600,9;8;37;2276,5;128;630;142,6;287;1651;75,9;355;1502;47,3;4377;22199;14,7;5179;25959;13,3;11917;58225;11,2;22962;116754;7,9;75678;370530;7,5;163938;809048;4,2;0;0;2;2114,5;34;28,1;76;12,6;1185;2,7;1420;2,6;6433;2;10287;8,2;20697;1,8;167030;2,4;FH3548631;;
2018050;VENDREDI;22/06/2018;2;22/08/2018;44;39;41;14;25;8;2;-14-25-39-41-44-;-2-8-;0;0;0;0;2;474167,8;0;1;220878,1;4;42;2572,3;109;590;195,3;379;1910;84,2;257;1409;64,7;5602;27282;15,4;5411;28705;15,4;11803;62370;13,4;33141;155713;7,6;82472;419424;8,5;176558;900741;4,8;0;0;1;5240,7;21;56,5;110;10,7;1390;2,9;1331;3,5;8606;1,8;16077;6,5;20500;2,3;224420;2,2;UH3163394;;
2018051;MARDI   ;26/06/2018;3;26/08/2018;20;34;16;15;50;7;4;-15-16-20-34-50-;-4-7-;0;0;0;0;0;0;0;2;431632,7;2;19;4198,3;62;383;222,1;214;1168;101,6;142;893;75,4;4038;18939;16,3;3881;20424;16;7899;43238;14,3;24752;110788;7,9;65410;327131;8;125045;668626;4,8;0;0;0;0;14;337,4;54;16,1;1074;2,7;959;3,5;6378;1,8;12070;6,3;17093;2;177380;2,1;CN9062053;;
2018052;VENDREDI;29/06/2018;4;29/08/2018;15;21;40;23;48;3;12;-15-21-23-40-48-;-3-12-;0;0;0;0;1;1015108,3;0;10;23643;6;23;5028;116;592;208,3;182;1026;167,8;300;1607;60,7;2712;15330;29,3;5511;28679;16,5;14098;73315;12,2;14377;81888;15,5;82068;427917;8,9;212626;1087939;4,3;0;0;3;1776,5;35;34,5;41;29,4;665;6,1;1293;3,6;3440;4,8;6025;17,6;19788;2,4;192495;2,7;EN5884537;;
2018053;MARDI   ;03/07/2018;5;02/09/2018;15;29;12;48;1;5;3;-1-12-15-29-48-;-3-5-;0;0;0;1;3;257596;0;4;44997,7;12;45;1956,4;162;641;146,5;399;1768;74,1;311;1334;55,7;5138;25492;13,4;6251;28960;12,4;12141;55949;12,2;26255;133723;7,2;83705;410279;7;163658;782597;4,5;0;0;3;1338,8;35;26;102;8,9;1278;2,4;1572;2,2;6646;1,8;10056;7,9;21585;1,6;164703;2,3;EH5711013;;
2018054;VENDREDI;06/07/2018;6;05/09/2018;30;8;48;33;38;10;2;-8-30-33-38-48-;-2-10-;0;0;0;1;2;549967,9;1;5;51237,5;13;40;3132,7;136;693;192,8;279;1463;127,5;250;1507;70,2;4201;21135;23;5705;30869;16,6;13526;74041;13,1;23798;116181;11,8;86051;452469;9,1;208458;1087038;4,6;0;0;4;1369,3;29;42,8;62;20;1039;4;1292;3,7;6112;2,7;10386;10,5;20259;2,4;210376;2,5;UQ0567317;;
2018055;MARDI   ;10/07/2018;1;09/09/2018;3;33;26;8;45;10;7;-3-8-26-33-45-;-7-10-;0;1;65538512;0;1;850110,8;0;3;66000,1;2;20;4842,4;130;622;166;256;1218;118,3;260;1444;56,6;3842;17955;20,9;5428;27562;14,4;11808;62996;11,9;20724;95468;11,1;79515;401436;7,9;172990;910841;4,3;0;0;0;0;26;200,7;55;17,5;953;3,4;1328;2,8;5218;2,5;8555;9,9;19775;1,9;172151;2,4;MU4179918;;
2018056;VENDREDI;13/07/2018;1;12/09/2018;49;14;4;1;21;2;12;-1-4-14-21-49-;-2-12-;0;1;17000000;0;2;623200,7;4;5;58060,2;6;30;4733,1;217;898;168,6;343;1409;150;636;2380;50,3;4875;20614;26,7;9059;37456;15,5;26086;101708;10,8;25362;108026;14,4;129128;533918;8,7;350967;1413912;4;0;0;1;6743,9;46;33,2;77;19,8;1063;4,9;2015;2,9;5550;3,7;8978;15;28451;2,1;232147;2,8;SS8281261;;
2018057;MARDI   ;17/07/2018;2;16/09/2018;4;50;6;27;48;1;11;-4-6-27-48-50-;-1-11-;0;0;0;1;2;346204,4;3;5;32253,9;6;28;2817,2;102;456;184,5;189;999;117,5;215;1009;66;2679;14088;21,7;3751;19831;16,3;9300;48717;12,5;14160;73899;11,7;55567;290388;8,9;148246;751084;4,2;0;0;3;1229,6;32;26,1;49;17;730;3,9;962;3,4;3756;3;5805;12,7;14397;2,3;123251;2,9;FI5355362;;
2018058;VENDREDI;20/07/2018;3;19/09/2018;15;2;43;40;46;3;6;-2-15-40-43-46-;-3-6-;0;0;0;2;2;498973,9;1;3;77477,8;2;23;4943;107;505;240,1;298;1389;121,8;216;1169;82,1;4910;22700;19,4;4808;25594;18,2;10210;55549;15,9;31188;139000;8,9;81141;411723;9,1;166888;869397;5,3;0;0;0;0;28;224,7;75;15,5;1187;3,3;1107;4,1;7285;2,1;15060;6,8;18836;2,4;228962;2,1;EX8536447;;
