annee_numero_de_tirage;jour_de_tirage;date_de_tirage;date_de_forclusion;boule_1;boule_2;boule_3;boule_4;boule_5;etoile_1;etoile_2;boules_gagnantes_en_ordre_croissant;etoiles_gagnantes_en_ordre_croissant;nombre_de_gagnant_au_rang1_en_france;nombre_de_gagnant_au_rang1_en_europe;rapport_du_rang1;nombre_de_gagnant_au_rang2_en_france;nombre_de_gagnant_au_rang2_en_europe;rapport_du_rang2;nombre_de_gagnant_au_rang3_en_france;nombre_de_gagnant_au_rang3_en_europe;rapport_du_rang3;nombre_de_gagnant_au_rang4_en_france;nombre_de_gagnant_au_rang4_en_europe;rapport_du_rang4;nombre_de_gagnant_au_rang5_en_france;nombre_de_gagnant_au_rang5_en_europe;rapport_du_rang5;nombre_de_gagnant_au_rang6_en_france;nombre_de_gagnant_au_rang6_en_europe;rapport_du_rang6;nombre_de_gagnant_au_rang7_en_france;nombre_de_gagnant_au_rang7_en_europe;rapport_du_rang7;nombre_de_gagnant_au_rang8_en_france;nombre_de_gagnant_au_rang8_en_europe;rapport_du_rang8;nombre_de_gagnant_au_rang9_en_france;nombre_de_gagnant_au_rang9_en_europe;rapport_du_rang9;nombre_de_gagnant_au_rang10_en_france;nombre_de_gagnant_au_rang10_en_europe;rapport_du_rang10;nombre_de_gagnant_au_rang11_en_france;nombre_de_gagnant_au_rang11_en_europe;rapport_du_rang11;nombre_de_gagnant_au_rang12_en_france;nombre_de_gagnant_au_rang12_en_europe;rapport_du_rang12;nombre_de_gagnant_au_rang13_en_france;nombre_de_gagnant_au_rang13_en_europe;rapport_du_rang13;numero_My_Million;devise;
2014081;VENDREDI;10/10/2014;10/12/2014;29;42;47;45;6;9;10;-6-29-42-45-47-;-9-10-;0;0;0;2;7;371747,2;0;11;78855,4;12;67;6473,2;273;1345;282,1;580;2798;135,6;585;3180;85,2;8846;47840;26;13030;66359;17,9;27563;137363;14,6;48604;257481;13,6;207152;1020716;9,3;445213;2156795;4,5;HC5754662;eur;
2014080;MARDI   ;07/10/2014;07/12/2014;38;30;21;9;28;8;1;-9-21-28-30-38-;-1-8-;0;0;0;0;4;454461,7;6;13;46611,4;13;67;4522;290;1404;188,8;631;2930;90,4;701;3074;61,6;9532;43499;20;12760;60294;13,8;26846;125890;11,1;48657;223572;11;177329;851366;7,8;375548;1767466;3,8;RR4574306;eur;
2014079;VENDREDI;03/10/2014;03/12/2014;13;23;50;48;4;10;5;-4-13-23-48-50-;-5-10-;0;0;0;2;9;296615,8;1;19;46834;9;95;4683,4;370;1857;209,6;848;4087;95,2;870;4642;59,9;13063;65915;19,4;17888;86458;14,1;39875;177992;11,5;68079;332182;10,8;268196;1251070;7,8;586416;2566565;3,9;NK6872370;eur;
2014078;MARDI   ;30/09/2014;30/11/2014;33;13;15;3;42;5;7;-3-13-15-33-42-;-5-7-;0;1;32929188;1;8;134275;2;6;59677,8;23;112;1598,5;242;1351;115,9;408;2138;73,2;763;4318;25,9;9125;48279;10,6;9935;52607;9,3;16091;82385;10;44614;224154;6,4;123257;614986;6,4;199729;992024;4;EZ3561762;eur;
2014077;VENDREDI;26/09/2014;26/11/2014;46;35;47;13;27;1;2;-13-27-35-46-47-;-1-2-;0;0;0;0;6;269196,2;2;5;107678,4;17;51;5278,3;296;1028;229,1;541;2139;110,1;575;2218;75,8;8504;31705;24,4;12714;46193;16;25984;97471;12,7;47960;177830;12,2;193981;686451;8,6;383090;1422846;4,2;RX5074086,TW5867597,KT5216421,KP4014234,VE9049495,ON0506012,JZ0764366,NT8589242,LC3712152,GY7050881;eur;
2014076;MARDI   ;23/09/2014;23/11/2014;13;35;14;29;12;1;7;-12-13-14-29-35-;-1-7-;0;0;0;1;3;357328,7;1;2;178664,3;8;36;4962,8;212;819;190,8;385;1404;111,3;669;2051;54,4;10027;30940;16,6;10554;37449;13,1;18508;69045;11,9;51046;156328;9,2;161984;553710;7;289870;1035453;3,8;BX4849083,QP5601265,GD6415898,OF4859869,QQ2012010,IY8883842,GA9319267,HA1753983,QM3890146,SE9747215;eur;
2014075;VENDREDI;19/09/2014;19/11/2014;6;34;8;38;48;9;3;-6-8-34-38-48-;-3-9-;0;1;86732923;1;2;909183,6;3;17;35654,2;9;61;4968,2;183;1056;251,1;368;2075;127,7;613;3102;61;9906;48231;18;9520;52762;15,7;18923;103278;13,5;57370;274542;8,9;151402;791090;8,4;291982;1513042;4,5;HD6277074;eur;
2014074;MARDI   ;16/09/2014;16/11/2014;4;30;35;50;29;4;2;-4-29-30-35-50-;-2-4-;0;0;0;2;3;419829,3;1;6;69971,5;3;34;6173,9;106;685;268,1;207;1294;141,9;311;1889;69,4;5378;30430;19,8;5726;34412;16,7;10593;66356;14,6;33180;174727;9,7;98428;549482;8,4;180083;1055080;4,4;HS3146581;eur;
2014073;VENDREDI;12/09/2014;12/11/2014;31;9;33;26;13;7;11;-9-13-26-31-33-;-7-11-;0;0;0;2;6;278515,1;2;12;46419,1;16;73;3815,2;292;1479;164,7;605;2959;82,3;533;2852;61;7711;39483;20,2;12438;60367;12,6;25291;123981;10,3;37609;193695;11,6;170276;828392;7,3;346908;1697521;3,6;DV8014951;eur;
2014072;MARDI   ;09/09/2014;09/11/2014;15;35;19;8;24;10;8;-8-15-19-24-35-;-8-10-;0;0;0;1;6;187027,8;0;14;26718,2;5;41;4561,6;154;835;195,9;360;1868;87,6;321;1644;71,1;4247;23058;23,3;7035;36886;13,9;15730;80856;10,6;20964;115505;13,1;98368;516528;7,9;220643;1141827;3,6;EK3248384;eur;
2014071;VENDREDI;05/09/2014;05/11/2014;18;50;23;46;1;9;3;-1-18-23-46-50-;-3-9-;0;0;0;1;5;299036,3;2;13;38337,9;39;105;2373,3;388;1471;148,2;863;3059;71,2;599;2795;55,7;8707;41382;17,3;8829;45467;15;17825;86863;13,2;49936;233497;8,6;133531;669207;8,1;248522;1249695;4,4;QF9831093;eur;
2014070;MARDI   ;02/09/2014;02/11/2014;39;45;25;31;5;8;1;-5-25-31-39-45-;-1-8-;0;0;0;0;2;508288,3;0;7;48408,4;3;28;6051;114;594;249,5;222;1371;108,1;290;1465;72,2;4161;21698;22,4;5339;30200;15,4;11357;66334;11,8;23580;119364;11,5;78922;425838;8,7;164769;900371;4,2;IQ8280179;eur;
2014069;VENDREDI;29/08/2014;29/10/2014;32;38;26;9;2;3;6;-2-9-26-32-38-;-3-6-;0;0;0;1;5;285439,2;0;2;237866;24;84;2831,7;162;946;220;298;1771;117,5;1030;3841;38,7;10795;46132;14,8;9250;44710;14,6;15662;81750;13,4;49816;226981;8,5;130673;660208;7,9;240664;1229693;4,3;KY9397479;eur;
2014068;MARDI   ;26/08/2014;26/10/2014;36;48;45;10;22;11;4;-10-22-36-45-48-;-4-11-;0;0;0;0;6;158311,7;0;3;105541,1;3;30;5277;116;632;219,1;215;1266;109,4;194;1175;84,2;3145;16939;26,8;4283;24862;17,5;9653;55265;13,2;15798;92387;13,9;65662;367469;9,4;150279;824115;4,3;HI7945866;eur;
2014067;VENDREDI;22/08/2014;22/10/2014;29;17;49;35;4;1;2;-4-17-29-35-49-;-1-2-;0;0;0;0;5;268532,8;2;12;37296,2;3;30;7459,2;162;928;210,9;334;1845;106,1;304;1881;74,3;4646;27180;23,6;7580;39789;15,4;15376;82830;12,4;26882;151640;11,9;113599;585563;8,4;222307;1194575;4,2;JF3581313;eur;
2014066;MARDI   ;19/08/2014;19/10/2014;11;34;47;4;7;7;8;-4-7-11-34-47-;-7-8-;0;1;54304297;1;5;220508,1;1;11;33410,3;10;53;3467,1;297;1318;121,9;311;1619;99,3;366;1939;59,2;5259;27423;19,2;9342;45583;11;13475;71633;11,8;25965;138137;10,8;116861;603176;6,7;181877;999361;4,1;BO4717566;eur;
2014065;VENDREDI;15/08/2014;15/10/2014;4;21;30;5;23;10;8;-4-5-21-23-30-;-8-10-;0;0;0;0;2;687788;1;12;38210,4;1;36;6368,4;209;948;211,6;545;2454;81,7;340;1881;76,1;4649;26393;24,9;8456;44074;14,3;21842;108319;9,7;23364;135680;13,7;116763;624934;8;296576;1517332;3,3;NI3058443;eur;
2014064;MARDI   ;12/08/2014;12/10/2014;22;19;7;16;33;5;2;-7-16-19-22-33-;-2-5-;0;0;0;2;2;513136,7;0;5;68418,2;19;86;1988,9;233;1176;127,2;450;1999;74,8;534;3121;34,2;7315;39714;12,3;8816;46926;10;15737;79068;10;33356;181859;7,6;110122;595731;6,3;196796;1019174;3,7;PC8521960;eur;
2014063;VENDREDI;08/08/2014;08/10/2014;29;21;35;46;43;1;9;-21-29-35-43-46-;-1-9-;0;0;0;0;4;355306,9;2;11;43067,5;10;42;5639,7;120;733;282,7;302;1642;126,2;375;2057;71,9;6000;32074;21,2;6127;35447;18,3;12701;75220;14,5;37552;186086;10,3;98155;554002;9,4;201656;1160491;4,5;CH6910922;eur;
2014062;MARDI   ;05/08/2014;05/10/2014;5;21;42;7;19;11;5;-5-7-19-21-42-;-5-11-;0;0;0;0;5;194005,2;2;7;46191,7;4;42;3849,3;252;1219;116;436;2247;62,9;293;1876;53,8;3791;23895;19,4;8713;44103;10;17559;85143;8,7;17863;115018;11,4;98489;531277;6,6;209893;1059995;3,4;OR9219847;eur;
2014061;VENDREDI;01/08/2014;01/10/2014;50;44;46;48;24;10;5;-24-44-46-48-50-;-5-10-;0;0;0;2;6;226316,9;0;14;32330,9;11;41;5519,9;166;946;209,3;319;1800;110;273;1761;80,3;4195;26722;24,3;5909;34444;18;12454;68479;15,2;25008;153875;11,9;86984;511058;9,7;188737;1033461;4,9;IX8797862;eur;
2014060;MARDI   ;29/07/2014;28/09/2014;40;23;35;10;43;9;3;-10-23-35-40-43-;-3-9-;0;1;37632166;0;1;1021863,3;1;4;85155,2;5;49;3475,7;125;720;206,9;245;1370;108,7;342;1878;56,6;5064;28582;17,1;5089;31225;14,9;9584;57746;13,6;28487;152906;9;78833;463812;8;147177;857612;4,4;IG0151051;eur;
2014059;VENDREDI;25/07/2014;24/09/2014;10;24;9;12;43;5;9;-9-10-12-24-43-;-5-9-;0;0;0;0;1;1412166,8;3;8;58840,2;21;88;2674,5;298;1269;162,2;470;2108;97,6;806;3840;38,3;10982;53467;12,6;13169;57121;11,3;22453;96043;11,3;48995;261737;7,3;168364;781174;6,6;289827;1327538;3,9;VW2444709;eur;
2014058;MARDI   ;22/07/2014;21/09/2014;1;43;50;45;24;5;8;-1-24-43-45-50-;-5-8-;0;0;0;0;0;0;0;5;256211,9;7;43;3724;81;563;248,8;155;1052;133,1;251;1684;59,4;4675;27470;16,7;4095;25736;17,1;8213;48843;15,1;30556;171630;7,5;68145;398816;8,8;134288;746852;4,8;BZ4055272;eur;
2014057;VENDREDI;18/07/2014;17/09/2014;1;41;43;11;29;3;11;-1-11-29-41-43-;-3-11-;0;0;0;0;2;685059,6;1;3;152235,4;4;41;5569,5;141;840;237,8;314;1606;124,4;312;1843;77,4;4622;24995;26,2;7498;39699;15,8;15680;81756;12,9;24964;133188;13,9;107907;568965;8,8;237843;1202811;4,2;FY5304456;eur;
2014056;MARDI   ;15/07/2014;14/09/2014;18;27;15;34;20;1;3;-15-18-20-27-34-;-1-3-;0;1;67902166;1;3;391019,8;1;7;55859,9;10;49;3989,9;169;959;178,3;354;1897;90,1;377;2088;58,5;4843;28511;19,7;7412;40598;13,2;13974;82890;10,9;25942;149174;10,6;98432;560603;7,6;189246;1128439;3,8;DQ2152571;eur;
2014055;VENDREDI;11/07/2014;10/09/2014;38;35;5;49;22;7;4;-5-22-35-38-49-;-4-7-;0;0;0;0;6;269389,2;4;12;44898,2;12;53;5082,8;211;1254;187,9;442;2460;95,8;643;2995;56,2;9779;44817;17,2;9674;50710;14,6;17546;98544;12,6;55382;251029;8,7;142686;734130;8;255160;1379958;4,3;AA8422904;eur;
2014054;MARDI   ;08/07/2014;07/09/2014;24;18;22;8;27;11;4;-8-18-22-24-27-;-4-11-;0;0;0;3;7;155893,9;5;11;33068,4;9;44;4133,5;201;981;162,2;526;2381;66,8;248;1617;70,2;3858;22415;23,3;7708;40172;12,4;19596;96919;8,6;18813;111342;13,2;99198;521405;7,6;240135;1220290;3,3;HB2804196;eur;
2014053;VENDREDI;04/07/2014;03/09/2014;47;18;43;39;4;6;2;-4-18-39-43-47-;-2-6-;0;0;0;1;4;385460;1;5;102789,3;8;47;5467,5;174;935;240,4;341;1875;119,9;479;2606;61,6;8036;40773;18,1;7798;41431;17;15729;83179;14,2;46679;234691;8,8;121241;628468;8,9;239714;1260006;4,5;PE0560379;eur;
2014052;MARDI   ;01/07/2014;31/08/2014;39;25;18;22;27;5;10;-18-22-25-27-39-;-5-10-;0;0;0;0;3;346045;0;7;49435;4;42;4119,5;132;809;187,1;329;1627;93;285;1852;58,3;4058;25682;19,3;6370;36276;13,1;13888;73257;10,9;20860;129645;10,8;87188;497044;7,6;190896;1013595;3,8;RV2440819;eur;
2014051;VENDREDI;27/06/2014;27/08/2014;39;34;45;33;31;2;10;-31-33-34-39-45-;-2-10-;0;0;0;0;1;1474696,7;1;3;163855,1;10;39;6302,1;124;721;298,2;290;1671;128,7;320;1688;91;4987;26027;27,1;5941;34224;19,7;13226;74872;15,1;30673;149285;13,3;93084;525121;10,2;212329;1176555;4,7;PH2764930;eur;
2014050;MARDI   ;24/06/2014;24/08/2014;20;1;7;21;48;4;7;-1-7-20-21-48-;-4-7-;0;0;0;1;3;312175,4;0;5;62435;10;43;3629,9;170;749;182,3;207;1147;119;521;2139;45,6;7417;32816;13,6;7372;34128;12,5;11484;57654;12,5;35948;161567;7,8;102110;487001;7;166598;850260;4,1;AZ1666734;eur;
2014049;VENDREDI;20/06/2014;20/08/2014;5;38;49;15;25;1;2;-5-15-25-38-49-;-1-2-;0;1;24974879;2;7;213747,3;1;11;45340,3;9;54;4617,9;239;1235;176,6;439;2509;86,9;459;2412;64,6;5890;30708;23,3;10135;51563;13,2;19888;107349;10,7;33426;169937;11,9;142216;670601;8,1;271870;1353090;4,1;CA0012020;eur;
2014048;MARDI   ;17/06/2014;17/08/2014;48;13;37;40;11;8;9;-11-13-37-40-48-;-8-9-;0;0;0;0;1;1017907,2;1;3;113100,8;6;47;3609,6;134;653;227,3;224;1211;122,5;238;1316;80,5;3794;21352;22,8;5613;30030;15,5;10455;56076;13,9;21182;117020;11,7;88813;468883;7,9;166321;873721;4,3;DG7576986;eur;
2014047;VENDREDI;13/06/2014;13/08/2014;16;22;28;46;18;11;9;-16-18-22-28-46-;-9-11-;0;1;137313501;1;4;700752,9;3;11;84939,7;7;89;5249;374;1760;232,2;895;3999;102,2;816;3811;76,6;11975;57195;23,4;17802;81820;15,7;41817;184670;11,7;64266;302785;12,5;265652;1180618;8,7;626749;2667016;3,9;EK3268273;eur;
2014046;MARDI   ;10/06/2014;10/08/2014;12;18;21;33;32;1;11;-12-18-21-32-33-;-1-11-;0;0;0;0;9;195840,3;2;14;41965,7;12;61;4815,7;173;1071;240;448;2831;90,7;456;2697;68;6795;38754;21,7;8722;50695;15,9;23233;131446;10,3;36100;204525;11,6;125504;728068;8,8;328699;1832636;3,6;DT0167400;eur;
2014045;VENDREDI;06/06/2014;06/08/2014;34;40;25;7;49;9;11;-7-25-34-40-49-;-9-11-;0;0;0;1;4;672399,4;9;19;47185,9;20;71;6313,6;320;1464;267,9;711;3067;127,8;744;3571;78,4;11885;53776;23,9;16340;72197;17;35548;154402;13,4;64382;291773;12,4;252018;1095967;8,9;560907;2365586;4,2;DE4223321,TV7789844,SQ8065582,VW0168238,IY9878970,MG0512211,KN4607247,PZ6832479,TE6361113,PF6045221;eur;
2014044;MARDI   ;03/06/2014;03/08/2014;2;39;32;15;44;5;10;-2-15-32-39-44-;-5-10-;0;0;0;0;8;188388,7;2;5;100473,9;11;43;5841,5;252;1041;211,1;403;1874;117,2;465;2536;61,9;6925;35787;20,1;9171;44537;15,5;18996;86650;13,4;37686;186537;10,9;136924;647988;8,5;282305;1283442;4,4;NF1393974,JU1051010,DJ1105279,GS0469260,AD5716470,QF9676760,QI5128560,FP4428128,CO8096025,MA5747435;eur;
2014043;VENDREDI;30/05/2014;30/07/2014;27;41;24;45;5;7;6;-5-24-27-41-45-;-6-7-;0;0;0;2;5;355902,2;1;8;74146,3;9;64;4634,1;229;1203;215,7;361;2229;116,4;434;2752;67,3;7330;41512;20,5;10498;57208;14,2;17672;102942;13,3;40727;225568;10,6;163596;863242;7,5;275739;1548489;4,3;TH7672192;eur;
2014042;MARDI   ;27/05/2014;27/07/2014;16;13;26;25;7;1;6;-7-13-16-25-26-;-1-6-;0;0;0;0;6;192199,9;0;11;34945,4;21;62;3099,9;259;1173;143,3;544;2526;66,5;547;2595;46,2;6289;32372;17;9666;46798;11,2;20538;102445;8,6;29000;152797;10,2;114394;583253;7,2;244339;1264586;3,4;GM0459423;eur;
2014041;VENDREDI;23/05/2014;23/07/2014;31;3;47;8;34;11;9;-3-8-31-34-47-;-9-11-;0;0;0;0;3;530046,2;0;5;106009,2;12;47;5638,7;154;874;265,3;333;1906;121,6;315;1813;91,3;4804;28729;26,5;7411;41193;17,6;17201;91986;13,3;26978;157548;13,6;116572;626392;9,3;278105;1424731;4,1;UV3971251;eur;
2014040;MARDI   ;20/05/2014;20/07/2014;38;5;36;33;47;4;9;-5-33-36-38-47-;-4-9-;0;0;0;1;2;528720,3;2;7;50354,3;2;17;10367;103;503;306,5;170;1130;136,4;283;1768;62,3;4724;27162;18,6;4624;27124;17,8;9379;54845;14,8;28668;155628;9,2;75862;422664;9,1;152716;856135;4,6;HO2280110;eur;
2014039;VENDREDI;16/05/2014;16/07/2014;26;23;37;29;40;4;3;-23-26-29-37-40-;-3-4-;0;0;0;1;1;1515237,5;1;6;84179,8;13;60;4208,9;205;1003;220,3;347;1879;117,6;488;2387;66,1;6245;34429;21;9157;46874;14,8;15951;86497;13,5;34954;185290;11;138008;699811;7,9;239831;1272005;4,4;KE9002201;eur;
2014038;MARDI   ;13/05/2014;13/07/2014;47;34;13;30;4;6;2;-4-13-30-34-47-;-2-6-;0;0;0;0;3;342903,5;2;4;85725,8;4;43;3987,2;130;681;220,2;265;1387;108,1;336;1825;58,7;5810;29895;16,4;5607;29450;16;11650;60435;13,1;33707;165287;8,4;89710;455796;8,2;179305;915912;4,2;VQ6162429;eur;
2014037;VENDREDI;09/05/2014;09/07/2014;45;28;3;26;21;10;7;-3-21-26-28-45-;-7-10-;0;0;0;0;1;1460503,5;0;7;69547,7;2;48;5071,1;181;988;215,5;359;1942;109,6;364;1887;80,6;5597;28937;24,1;8944;45892;14,5;18273;95733;11,7;29879;150037;13,1;132929;673646;7,9;274717;1410352;3,8;UV5636100;eur;
2014036;MARDI   ;06/05/2014;06/07/2014;37;5;19;31;24;9;1;-5-19-24-31-37-;-1-9-;0;0;0;0;3;315673,1;4;11;28697,5;7;36;4384,3;128;671;205,8;289;1497;92,2;429;1876;52,5;5670;26063;17,4;5977;29825;14,5;13192;64706;11,2;29123;133014;9,6;89319;431358;8;189670;911871;3,8;NI5188970;eur;
2014035;VENDREDI;02/05/2014;02/07/2014;30;42;4;31;38;11;2;-4-30-31-38-42-;-2-11-;0;1;89166455;0;5;376512,3;0;2;313760,3;7;49;6403,2;164;942;291,4;327;2021;135,8;358;2346;83,5;6109;35400;25,4;8254;48548;17,7;18822;106374;13,6;33830;194919;13;131684;751434;9,1;298279;1652841;4,2;PS1815651;eur;
2014034;MARDI   ;29/04/2014;29/06/2014;35;26;18;23;44;3;11;-18-23-26-35-44-;-3-11-;0;0;0;3;3;433234,3;3;8;54154,2;12;46;4709;159;1000;189,5;380;2087;90,8;345;1826;74,1;4543;25179;24,7;7101;40932;14,5;15481;86973;11,5;23062;131887;13,3;99257;566592;8,4;224575;1216095;4;NF0994682;eur;
2014033;VENDREDI;25/04/2014;25/06/2014;13;49;44;21;24;9;1;-13-21-24-44-49-;-1-9-;0;0;0;2;4;417655,3;5;14;39776,7;24;87;3200,4;246;1248;195,2;504;2406;101,2;686;3234;53,8;9825;45733;17,5;10608;54163;14,1;21885;111497;11,5;49817;233461;9,6;150858;768789;7,9;310019;1592326;3,9;PJ8788490;eur;
2014032;MARDI   ;22/04/2014;22/06/2014;20;46;15;24;13;8;1;-13-15-20-24-46-;-1-8-;0;0;0;1;2;530391,1;1;3;117864,7;4;32;5524,9;119;676;228,8;248;1370;112,9;348;1718;64,3;4986;24693;20,5;6621;33356;14,5;13267;69076;11,8;25840;129071;11,1;96049;490383;7,9;191522;1002158;3,9;DT8151003;eur;
2014031;VENDREDI;18/04/2014;18/06/2014;21;47;31;39;24;3;7;-21-24-31-39-47-;-3-7-;0;0;0;0;1;1540885,6;1;8;64203,5;19;72;3566,8;235;1051;213,8;381;1976;113,7;796;3717;43,1;12413;58244;12,6;9160;45256;15,6;16143;82988;14,3;73182;329046;6,3;140219;680275;8,3;241463;1234186;4,6;IZ5540564;eur;
2014030;MARDI   ;15/04/2014;15/06/2014;14;50;47;26;3;7;11;-3-14-26-47-50-;-7-11-;0;0;0;0;3;353233,3;3;8;44154,1;6;27;6541,3;136;720;214,6;235;1354;114,1;231;1433;77;4024;21630;23,4;5566;30128;16,1;11120;63133;12,9;21508;114719;12,5;85316;450080;8,6;175144;931036;4,2;FU5461911;eur;
2014029;VENDREDI;11/04/2014;11/06/2014;8;33;30;12;19;4;11;-8-12-19-30-33-;-4-11-;0;0;0;0;11;146639;6;19;28298,7;17;50;5376,7;312;1400;168;887;3636;64,6;459;2354;71,3;5964;31403;24,6;12513;55625;13,2;32484;137637;9;29530;159450;13,6;155675;730741;8;390877;1770090;3,4;OB5880368;eur;
2014028;MARDI   ;08/04/2014;08/06/2014;42;11;29;18;49;11;4;-11-18-29-42-49-;-4-11-;0;0;0;0;5;199536,9;0;6;55426,9;16;37;4494;151;636;228,7;348;1522;95,5;278;1397;74,3;4010;19798;24,1;6462;29635;15,4;14039;64621;11,9;19089;98177;13,7;90921;426196;8,5;201958;946597;3,9;BB0614464;eur;
2014027;VENDREDI;04/04/2014;04/06/2014;50;45;28;6;10;10;11;-6-10-28-45-50-;-10-11-;0;0;0;0;2;735283,2;1;4;122547,2;10;51;4805,7;201;863;248,5;502;2260;94,8;404;2093;73,1;5853;31300;22,5;8070;37499;17,9;23287;101267;11,1;28024;149560;13,3;113905;532451;10,1;345939;1500612;3,6;BI2395047;eur;
2014026;MARDI   ;01/04/2014;01/06/2014;44;38;18;16;26;10;8;-16-18-26-38-44-;-8-10-;0;1;15000000;1;4;242827,8;0;2;161885,2;3;47;3444,3;113;690;205,2;284;1415;100,1;249;1355;74,6;3466;18327;25,3;5515;28557;15,5;12696;62174;12;17746;93424;14;80526;403902;8,8;184181;897098;4;KC0185304;eur;
2014025;VENDREDI;28/03/2014;28/05/2014;3;43;19;28;4;3;7;-3-4-19-28-43-;-3-7-;0;1;25329483;0;6;258237;1;7;73782;30;118;2188,4;358;1335;169,2;548;2358;95,8;1409;5569;28,9;18487;77548;9,5;14200;60019;11,8;22308;100776;11,8;85389;368327;5,6;192800;844206;6,7;312045;1444414;4;NY2485071;eur;
2014024;MARDI   ;25/03/2014;25/05/2014;28;50;26;7;20;8;2;-7-20-26-28-50-;-2-8-;0;0;0;0;5;195729,7;1;3;108738,7;6;44;3707;160;666;214,2;307;1399;102;481;2308;44,1;7333;33757;13,8;7068;32234;13,9;13493;64627;11,6;36420;172691;7,6;101147;479144;7,4;197719;947092;3,8;EZ9688014;eur;
2014023;VENDREDI;21/03/2014;21/05/2014;37;7;39;30;42;7;5;-7-30-37-39-42-;-5-7-;0;1;25493153;0;3;524657,6;2;8;65582,2;17;66;3974,6;189;898;255,6;333;1678;136,7;733;3736;43,8;12855;60227;12,5;9988;48593;14,8;16642;80878;15;72314;329336;6,4;161130;760822;7,5;261898;1243868;4,7;RT4523908;eur;
2014022;MARDI   ;18/03/2014;18/05/2014;27;36;34;8;39;5;10;-8-27-34-36-39-;-5-10-;0;0;0;0;4;253982;0;4;84660,6;0;31;5461,9;115;666;222,4;226;1218;121,6;241;1395;75,8;3700;21415;22,7;5514;29748;15,6;12236;59652;13,1;21458;115911;11,8;83297;427349;8,7;183415;880150;4,3;IL4776187;eur;
2014021;VENDREDI;14/03/2014;14/05/2014;30;24;6;27;25;9;5;-6-24-25-27-30-;-5-9-;0;1;129384564;1;7;367715,3;4;17;50470,7;28;126;3404,7;450;2050;183,1;838;3745;100,2;1174;5844;45,8;16773;83444;14,7;19914;92491;12,7;36385;167378;11,8;86634;440246;7,9;272517;1297395;7,2;509415;2334784;4,1;EX5411560;eur;
2014020;MARDI   ;11/03/2014;11/05/2014;1;4;44;33;23;8;7;-1-4-23-33-44-;-7-8-;0;0;0;1;5;366735,3;4;11;55565,9;10;74;4129,9;306;1442;185,4;553;2768;96,6;595;2932;65,1;8776;42825;20,5;13814;65280;12,8;24659;120281;11,7;44848;220943;11,2;199280;935215;7,1;350421;1704668;4;IN6376083;eur;
2014019;VENDREDI;07/03/2014;07/05/2014;38;10;40;5;41;1;8;-5-10-38-40-41-;-1-8-;0;0;0;2;6;453509,3;1;11;82456,2;14;69;6572,5;357;1449;273,8;733;3224;123;946;3776;75;14818;58818;22,1;17175;74171;16,8;35163;150526;13,9;83378;324122;11,3;276831;1155676;8,6;569726;2362786;4,3;OM8163085;eur;
2014018;MARDI   ;04/03/2014;04/05/2014;3;22;5;27;44;6;1;-3-5-22-27-44-;-1-6-;0;0;0;0;1;1000384;1;8;41682,6;7;35;4763,7;143;740;197,1;431;1845;79;414;1797;57,9;5781;25754;18,6;7546;33944;13,5;17320;79135;9,7;29093;130689;10,3;109994;486135;7,5;240529;1074540;3,4;HI1873744;eur;
2014017;VENDREDI;28/02/2014;30/04/2014;38;44;32;12;43;2;7;-12-32-38-43-44-;-2-7-;0;1;42517715;0;2;797418,8;0;6;88602;21;62;4287,1;197;1040;223,6;339;1816;128;816;3401;48,8;11932;48286;15,8;10722;49277;14,8;18676;89325;13,7;67831;269402;8;156262;708467;8,2;269950;1286266;4,6;EW7511584;eur;
2014016;MARDI   ;25/02/2014;27/04/2014;42;21;25;28;35;6;4;-21-25-28-35-42-;-4-6-;0;0;0;2;2;519074;1;8;43256,1;10;61;2836,4;218;975;155,2;422;2168;69,8;504;2212;48,8;6706;30467;16,3;6573;32531;14,6;14005;67662;11,8;36421;158935;8,8;94761;457694;8,3;198781;949332;4,1;HJ6012869;eur;
2014015;VENDREDI;21/02/2014;23/04/2014;28;13;17;30;32;5;7;-13-17-28-30-32-;-5-7-;0;0;0;1;5;298934,3;2;7;71174,8;31;140;1779,3;364;1624;134,2;614;2466;88,3;1122;5118;30,4;15296;67179;10,6;14730;63785;10,7;24117;101221;11,3;74834;320920;6,3;199999;852197;6,4;330981;1375376;4;DQ8838417;eur;
2014014;MARDI   ;18/02/2014;20/04/2014;36;37;26;23;49;6;7;-23-26-36-37-49-;-6-7-;0;0;0;0;0;0;1;2;649098,6;13;36;4507,6;102;529;268,4;192;1024;138,6;272;1453;69,8;4492;21462;21,7;5895;27430;16,2;10360;48987;15,3;25278;118157;11,1;95606;428931;8,3;163860;756202;4,8;SQ0598600;eur;
2014013;VENDREDI;14/02/2014;16/04/2014;19;39;4;2;6;2;7;-2-4-6-19-39-;-2-7-;0;1;25543227;1;6;263580,6;3;10;52716,1;37;91;2896,4;480;1531;150,6;721;2407;95,8;1392;4417;37,2;18101;58602;12,9;19675;65796;11;29927;107491;11,3;86662;292652;7,3;238699;843544;6,8;386432;1445016;4,1;EQ1680495;eur;
