annee_numero_de_tirage;jour_de_tirage;date_de_tirage;date_de_forclusion;boule_1;boule_2;boule_3;boule_4;boule_5;etoile_1;etoile_2;boules_gagnantes_en_ordre_croissant;etoiles_gagnantes_en_ordre_croissant;nombre_de_gagnant_au_rang1_en_france;nombre_de_gagnant_au_rang1_en_europe;rapport_du_rang1;nombre_de_gagnant_au_rang2_en_france;nombre_de_gagnant_au_rang2_en_europe;rapport_du_rang2;nombre_de_gagnant_au_rang3_en_france;nombre_de_gagnant_au_rang3_en_europe;rapport_du_rang3;nombre_de_gagnant_au_rang4_en_france;nombre_de_gagnant_au_rang4_en_europe;rapport_du_rang4;nombre_de_gagnant_au_rang5_en_france;nombre_de_gagnant_au_rang5_en_europe;rapport_du_rang5;nombre_de_gagnant_au_rang6_en_france;nombre_de_gagnant_au_rang6_en_europe;rapport_du_rang6;nombre_de_gagnant_au_rang7_en_france;nombre_de_gagnant_au_rang7_en_europe;rapport_du_rang7;nombre_de_gagnant_au_rang8_en_france;nombre_de_gagnant_au_rang8_en_europe;rapport_du_rang8;nombre_de_gagnant_au_rang9_en_france;nombre_de_gagnant_au_rang9_en_europe;rapport_du_rang9;nombre_de_gagnant_au_rang10_en_france;nombre_de_gagnant_au_rang10_en_europe;rapport_du_rang10;nombre_de_gagnant_au_rang11_en_france;nombre_de_gagnant_au_rang11_en_europe;rapport_du_rang11;nombre_de_gagnant_au_rang12_en_france;nombre_de_gagnant_au_rang12_en_europe;rapport_du_rang12;nombre_de_gagnant_au_rang13_en_france;nombre_de_gagnant_au_rang13_en_europe;rapport_du_rang13;numero_jokerplus;devise;
2012011;MARDI   ;07/02/2012;08/04/2012;15;3;17;33;28;2;4;-3-15-17-28-33-;-2-4-;0;1;54252968;2;9;135771,9;1;11;37028,7;12;88;2314,2;205;1227;145,2;414;2306;77,2;535;2723;46,7;7270;36127;16,2;9775;48775;11,4;18360;96074;9,8;36227;177697;9,3;127001;635654;7;241747;1244340;3,6;7 682 162;eur;
2012010;VENDREDI;03/02/2012;04/04/2012;16;20;19;25;28;1;10;-16-19-20-25-28-;-1-10-;0;0;0;2;10;185085;2;10;61695;8;37;8337,1;272;1204;224,1;789;3182;84,8;436;2197;87,7;6390;30932;28,6;11763;52254;16,2;32468;140689;10,1;33335;162646;15,4;158111;738542;9,1;435378;1984640;3,4;2 191 977;eur;
2012009;MARDI   ;31/01/2012;01/04/2012;43;34;38;9;45;4;2;-9-34-38-43-45-;-2-4-;0;0;0;1;3;356846,4;0;6;59474,4;10;42;4248,1;132;605;258;235;1218;128,1;349;1662;67;4742;24167;21,2;5810;29624;16,5;10617;57713;14,2;28368;141326;10,2;86571;446389;8,7;160178;863991;4,6;4 474 342;eur;
2012008;VENDREDI;27/01/2012;28/03/2012;10;19;44;13;39;6;2;-10-13-19-39-44-;-2-6-;0;0;0;2;4;436152;0;16;36346;17;77;3776,2;272;1205;211,1;581;2447;103,9;835;3723;48,8;12523;56768;14,7;13018;57162;13,9;25752;112082;11,9;65769;295527;7,9;195021;852691;7,5;383992;1662309;3,9;6 891 546;eur;
2012007;MARDI   ;24/01/2012;25/03/2012;1;20;6;2;36;11;8;-1-2-6-20-36-;-8-11-;0;0;0;0;0;0;0;3;433716,3;4;16;10165,2;101;511;278,4;321;1357;104,8;201;1085;93,6;3046;16514;28,3;5477;26031;17,1;15094;65598;11,4;16187;88707;14,8;78769;382435;9,3;204078;933564;3,9;4 825 937;eur;
2012006;VENDREDI;20/01/2012;21/03/2012;10;28;27;2;22;8;6;-2-10-22-27-28-;-6-8-;0;1;48895464;1;3;619952,3;1;12;51662,6;19;79;3923,7;426;1836;147,7;831;3572;75,9;889;4036;48;11652;54497;16,3;17428;73907;11,5;34303;143284;10;57157;270576;9,3;221334;963795;7;436901;1868531;3,7;4 561 772;eur;
2012005;MARDI   ;17/01/2012;18/03/2012;12;44;22;30;31;5;6;-12-22-30-31-44-;-5-6-;0;0;0;3;7;156265,9;5;9;40513,3;9;48;3798,1;166;851;187,4;343;1492;106,9;385;2095;54,3;5928;30213;17,3;7995;40441;12,3;14835;70023;12;28506;151739;9,7;112837;573999;6,9;206945;978600;4,1;6 745 335;eur;
2012004;VENDREDI;13/01/2012;14/03/2012;39;13;21;14;27;8;6;-13-14-21-27-39-;-6-8-;0;0;0;2;10;213060,1;2;10;71020;29;110;3228,1;531;1919;161,9;1134;3884;79,9;1339;4769;46,5;17771;64279;15,8;26179;88522;11;54100;174282;9,4;85228;303007;9,5;349584;1158179;6,7;704866;2253485;3,5;6 642 196;eur;
2012003;MARDI   ;10/01/2012;11/03/2012;9;4;30;10;40;9;2;-4-9-10-30-40-;-2-9-;0;0;0;1;3;350739,3;1;5;70147,8;13;48;3653,5;214;968;158,5;346;1642;93,4;621;2281;48;8083;31524;15,9;9816;44329;10,8;16447;77188;10,5;39488;159941;8,9;118736;536686;7,1;204616;965651;4;9 947 820;eur;
2012002;VENDREDI;06/01/2012;07/03/2012;1;6;10;31;12;7;2;-1-6-10-12-31-;-2-7-;1;2;36556782;4;9;220935,7;11;26;25492,5;75;213;1555,8;946;2602;111,4;1694;4821;60,1;1889;5979;34,6;19810;70641;13,4;28827;91884;9,9;49187;163694;9,3;87017;340129;7,9;301210;1090287;6,6;510416;1927015;3,8;7 019 072;eur;
2012001;MARDI   ;03/01/2012;04/03/2012;42;30;45;3;49;5;10;-3-30-42-45-49-;-5-10-;0;0;0;1;2;604877,2;0;1;403251,4;7;33;6109,8;149;742;237,7;248;1326;133;327;1631;77,2;4289;23842;24,3;7368;35733;15,5;13676;66665;13,9;23947;129809;12,6;101982;504610;8,7;205154;1003594;4,5;4 177 322;eur;
2011086;VENDREDI;30/12/2011;29/02/2012;36;44;43;16;50;8;7;-16-36-43-44-50-;-7-8-;0;0;0;0;2;1024725,9;1;6;113858,4;12;68;5023,1;222;1081;276,4;386;1969;151,7;569;2742;77,8;8428;41171;23,8;11395;54255;17,3;20554;98652;16;50680;234828;11,8;188840;861187;8,7;329872;1527653;5;6 646 710;eur;
2011085;MARDI   ;27/12/2011;26/02/2012;26;21;25;19;44;7;3;-19-21-25-26-44-;-3-7-;0;0;0;1;1;1090268,9;1;5;72684,5;12;64;2839,2;140;685;232,1;275;1207;131,7;675;3090;36,7;11005;48677;10,7;7461;35041;14,2;12927;61508;13,6;57530;259247;5,6;116763;547166;7,3;202623;953228;4,2;3 190 876;eur;
2011084;VENDREDI;23/12/2011;22/02/2012;22;7;24;28;21;1;11;-7-21-22-24-28-;-1-11-;0;0;0;0;4;594784,3;5;20;39652,2;12;65;6100,3;289;1607;215,9;855;4321;80,2;640;3615;68,5;8396;49851;22,8;13183;75011;14,5;38780;206224;8,8;43938;257268;12,5;177813;1009919;8,6;508984;2701108;3,3;2 785 865;eur;
2011083;MARDI   ;20/12/2011;19/02/2012;14;48;1;9;12;7;1;-1-9-12-14-48-;-1-7-;0;0;0;1;4;256896;3;7;48932,5;19;49;3495,1;236;925;162;399;1490;100,5;625;2273;47;7513;30668;16;10432;39542;11,9;16832;68641;11,5;33516;147624;9,4;127891;543399;6,9;217620;979086;3,9;3 133 312;eur;
2011082;VENDREDI;16/12/2011;15/02/2012;10;2;23;31;5;5;2;-2-5-10-23-31-;-2-5-;0;1;46576447;3;13;142015,1;4;19;32389,4;105;327;940,9;576;2146;125,4;857;3344;80,5;2581;8973;21,4;19986;81156;10,9;21901;84853;9,9;32651;128998;11;72618;329561;7,5;258003;1073032;6,3;396547;1681168;4,1;3 406 869;eur;
2011081;MARDI   ;13/12/2011;12/02/2012;12;37;18;33;7;1;11;-7-12-18-33-37-;-1-11-;0;0;0;0;3;372197;1;8;46524,6;4;28;6646,3;149;759;214,5;487;2128;76,5;339;1523;76,3;5192;22677;23,5;7067;32112;15,9;19925;89616;9,6;24807;114401;13,2;100935;460407;8,8;281576;1253452;3,3;3 652 801;eur;
2011080;VENDREDI;09/12/2011;08/02/2012;21;12;47;44;29;2;1;-12-21-29-44-47-;-1-2-;0;0;0;2;6;295613,2;1;12;49268,8;17;62;4767,9;319;1239;208,7;653;2634;98,2;643;2612;70,7;9015;39222;21,6;13872;56370;14,4;26948;115401;11,8;47993;208206;11,5;197992;814137;7,9;377656;1639252;4;5 314 127;eur;
2011079;MARDI   ;06/12/2011;05/02/2012;34;21;20;38;19;9;3;-19-20-21-34-38-;-3-9-;0;0;0;0;4;247025,1;1;4;82341,7;13;42;3921;122;628;229,4;263;1253;115;501;2067;49,7;7214;29978;15,7;6756;31898;14,1;12603;59491;12,8;40670;166999;8;105634;479526;7,5;184963;868981;4,2;5 630 506;eur;
2011078;VENDREDI;02/12/2011;01/02/2012;27;40;7;43;30;9;8;-7-27-30-40-43-;-8-9-;1;1;27094320;1;2;907073,9;0;9;67190,6;10;59;5124,7;332;1369;193,2;570;2671;99;556;2422;78;8023;37732;23;13695;60488;13,7;24102;111183;12,5;44078;201478;12,1;197337;870847;7,6;353699;1619253;4,2;7 856 434;eur;
2011077;MARDI   ;29/11/2011;29/01/2012;25;50;11;45;41;7;2;-11-25-41-45-50-;-2-7-;0;0;0;0;1;1000861,8;1;4;83405,1;10;36;4633,6;125;680;214,6;203;1286;113,4;332;1849;56,3;5580;28802;16,6;5755;31145;14,7;10337;57115;13,5;33737;163250;8,3;89693;461554;7,9;158705;842280;4,4;8 303 641;eur;
2011076;VENDREDI;25/11/2011;25/01/2012;34;14;26;19;28;5;8;-14-19-26-28-34-;-5-8-;0;1;35062896;2;11;179533;0;9;73143,1;25;118;2789,3;304;1552;185,5;509;2706;106,4;1121;5969;34,4;16624;83562;11,3;13874;73693;12,2;24225;124585;12,2;77748;394697;6,7;204940;1048230;6,9;350653;1780348;4,1;1 499 029;eur;
2011075;MARDI   ;22/11/2011;22/01/2012;16;40;38;24;18;2;4;-16-18-24-38-40-;-2-4-;0;0;0;0;2;517285,2;1;4;86214,2;12;46;3748,4;141;679;222,2;267;1285;117,4;351;1884;57,2;6003;27769;17,8;6136;31548;15;11366;59412;13,4;31377;148097;9,4;94871;463806;8,1;173874;884715;4,3;6 941 344;eur;
2011074;VENDREDI;18/11/2011;18/01/2012;39;44;24;4;12;2;4;-4-12-24-39-44-;-2-4-;0;0;0;0;7;240706;2;11;51058,8;32;128;2193,9;437;1887;130,2;660;2880;85,3;1046;4437;39,5;12675;51865;15,5;15449;68067;11,3;24452;111437;11,6;59599;249511;9,1;197222;845638;7,3;335042;1513392;4,1;5 598 026;eur;
2011073;MARDI   ;15/11/2011;15/01/2012;47;17;22;6;45;3;11;-6-17-22-45-47-;-3-11-;0;1;15000000;0;0;0;0;4;338091,2;4;33;5122,5;137;620;238,5;310;1414;104,6;222;1189;88,8;3526;17566;27,6;5396;27736;16,7;12570;61917;12,6;19558;93000;14,7;86392;424833;8,7;199393;944225;4;9 329 493;eur;
2011072;VENDREDI;11/11/2011;11/01/2012;30;18;1;4;23;3;7;-1-4-18-23-30-;-3-7-;0;1;67939184;0;8;253534,8;2;15;45072,8;34;170;1988,5;468;1841;160,6;754;3248;91;1533;6244;33,8;21503;88793;10,9;17151;71655;12,9;30761;131759;11,8;111359;471979;5,8;235680;1018926;7,2;416871;1843539;4,1;3 811 438;eur;
2011071;MARDI   ;08/11/2011;08/01/2012;40;15;4;29;1;1;5;-1-4-15-29-40-;-1-5-;0;0;0;0;4;305503,6;2;8;50917,2;11;61;3338,8;219;1012;176;336;1730;103;580;2543;50;8042;36414;16;9276;42871;13;15664;73311;12,8;39223;177958;9,2;130846;597957;7,4;230631;1050990;4,3;3 880 931;eur;
2011070;VENDREDI;04/11/2011;04/01/2012;41;50;11;43;14;9;2;-11-14-41-43-50-;-2-9-;0;0;0;4;4;471270,8;2;8;78545,1;15;81;3878,7;229;1058;259,8;486;2323;118,3;770;3255;60,3;11849;48090;18,7;12267;55162;15,6;24634;110116;13,1;71307;275368;9,2;181143;831936;8,3;334803;1581288;4,4;9 468 423;eur;
2011069;MARDI   ;01/11/2011;01/01/2012;20;45;23;14;46;1;11;-14-20-23-45-46-;-1-11-;0;0;0;0;1;1007948,6;1;2;167991,4;3;25;6719,6;98;511;287,6;236;1111;132,3;218;1196;87,7;3599;18782;25,7;4481;24406;18,9;11459;60583;12,8;21128;104747;13;68895;361337;10,2;185404;942202;4;3 844 966;eur;
2011068;VENDREDI;28/10/2011;28/12/2011;39;16;20;17;50;4;8;-16-17-20-39-50-;-4-8-;0;0;0;1;3;599184;1;6;99864;12;63;4755,4;240;1118;234,4;431;2071;126,5;751;3090;60,5;12245;51226;16,8;11087;53090;15,5;21264;102857;13,4;71244;288118;8,4;171674;791918;8,3;339220;1573506;4,2;8 913 788;eur;
2011067;MARDI   ;25/10/2011;25/12/2011;39;28;22;12;27;4;10;-12-22-27-28-39-;-4-10-;0;0;0;0;2;515004,3;0;3;114445,4;4;25;6866,7;131;714;210,3;326;1757;85,4;289;1352;79,3;3910;18283;26,9;7218;34077;13,8;16907;82166;9,6;19038;91782;15,1;97048;458638;8,2;238536;1128611;3,4;2 035 435;eur;
2011066;VENDREDI;21/10/2011;21/12/2011;37;19;2;33;46;5;8;-2-19-33-37-46-;-5-8-;0;2;23999325;0;6;318132,1;3;7;90894,9;17;89;3574,5;250;1169;238,1;463;2255;123,4;836;3876;51,2;13284;60380;15,1;12003;56831;15,3;21790;101917;14,4;77077;349276;7,4;184249;851770;8,2;336578;1525007;4,6;9 954 413;eur;
2011065;MARDI   ;18/10/2011;18/12/2011;46;18;37;48;23;2;10;-18-23-37-46-48-;-2-10-;0;0;0;1;2;584208,7;0;4;97368,1;8;38;5124,6;110;547;311,5;273;1328;128,3;294;1380;88,1;4869;20826;26,8;5486;28136;19;12686;64380;13,9;26636;112491;14;88021;432420;9,9;205764;1002241;4,3;7 395 310;eur;
2011064;VENDREDI;14/10/2011;14/12/2011;47;23;12;29;32;3;5;-12-23-29-32-47-;-3-5-;0;0;0;4;13;144045,1;3;12;52016,2;28;120;2600,8;397;1827;149,4;681;2745;99,4;1060;5373;36,3;15893;74813;11,9;16451;71994;11,9;26795;115646;12,4;83194;383529;6,6;225879;984633;6,9;373327;1598247;4,3;1 748 415;eur;
2011063;MARDI   ;11/10/2011;11/12/2011;12;16;4;1;48;9;10;-1-4-12-16-48-;-9-10-;0;0;0;3;5;228127,8;1;6;63368,8;7;29;6555,3;223;846;196,6;519;1952;85,2;290;1297;91,6;4029;18612;29,3;8530;32952;15,8;20267;79558;11;20541;98854;15,6;113144;475482;8,7;268443;1132120;3,7;2 826 014;eur;
2011062;VENDREDI;07/10/2011;07/12/2011;42;34;18;38;26;8;5;-18-26-34-38-42-;-5-8-;0;1;117705979;2;15;177059,7;4;23;38491,2;59;292;1515,9;693;3101;124,9;1273;5226;74,1;1575;6980;39,6;18711;88082;14,4;20710;93159;13;37131;161650;12,6;97112;457661;7,8;259585;1225131;7,9;470048;2173189;4,5;9 035 889;eur;
2011061;MARDI   ;04/10/2011;04/12/2011;14;16;23;45;38;8;11;-14-16-23-38-45-;-8-11-;0;0;0;3;6;338120,8;4;16;42265,1;18;78;4334,8;330;1344;220,1;723;3119;94,8;624;2907;72,6;8493;40842;23,8;13685;59891;15,5;30077;131766;11,8;44986;214235;12,8;189395;861441;8,6;429358;1911781;3,9;2 446 087;eur;
2011060;VENDREDI;30/09/2011;30/11/2011;28;15;44;31;5;1;6;-5-15-28-31-44-;-1-6-;0;3;16192686;4;6;327043,4;3;24;27253,6;19;99;3303,4;378;1610;177,7;783;3657;78,2;838;3663;55,8;12058;51204;18,3;14769;65057;13,8;31233;137229;11;63834;268767;9,8;200290;881594;8,1;430870;1879615;3,9;9 018 866;eur;
2011059;MARDI   ;27/09/2011;27/11/2011;28;18;40;27;35;3;5;-18-27-28-35-40-;-3-5-;0;0;0;0;1;1207290,6;0;3;134143,4;10;60;3353,5;134;765;230,1;245;1347;130,7;584;3020;41,6;8397;44777;12,9;7922;40077;13,8;13126;65933;14,1;43896;238169;6,8;120375;608632;7,2;199903;1001070;4,5;9 443 439;eur;
2011058;VENDREDI;23/09/2011;23/11/2011;6;33;48;14;34;6;2;-6-14-33-34-48-;-2-6-;0;0;0;1;6;311192,8;3;8;77798,2;24;85;3661;258;1308;208,1;468;2337;116,5;827;3875;50,1;12724;58246;15,3;11840;55816;15,3;21331;103642;13,8;69755;315999;8;179965;834365;8,2;331303;1540530;4,5;3 830 646;eur;
2011057;MARDI   ;20/09/2011;20/11/2011;25;38;19;9;36;11;7;-9-19-25-36-38-;-7-11-;0;0;0;0;2;551570,9;0;8;45964,2;9;41;4484,3;168;818;196,6;326;1702;94,5;281;1477;77,8;3976;20805;25,4;7120;35248;14,3;15736;75835;11,2;20981;109206;13,6;102774;498087;8,1;228148;1078896;3,8;7 585 500;eur;
2011056;VENDREDI;16/09/2011;16/11/2011;39;2;42;17;8;3;10;-2-8-17-39-42-;-3-10-;0;1;15000000;0;3;634449,9;4;10;63444,9;9;54;5874,5;277;1231;225,4;631;3021;91,8;585;2489;79,6;7677;34213;26,6;12110;54940;15,8;28197;126376;11,6;38811;178828;14,4;176136;790199;8,8;412961;1815692;3,9;3 266 861;eur;
2011055;MARDI   ;13/09/2011;13/11/2011;28;32;49;9;30;9;10;-9-28-30-32-49-;-9-10-;1;1;162256622;3;6;372269,2;2;5;148907,6;24;87;4278,9;331;1470;221,5;549;2786;116,9;669;2866;81,1;9005;41124;26;17038;68478;14,9;31206;138489;12,4;46512;213139;14,1;239485;987671;8,2;475041;2070954;4;2 634 247;eur;
2011054;VENDREDI;09/09/2011;09/11/2011;21;5;34;31;28;2;1;-5-21-28-31-34-;-1-2-;0;0;0;1;5;596813,8;1;6;165781,6;21;91;5465,3;496;1992;218,4;899;3903;111,4;1132;4580;67,8;16955;68436;20,8;23895;94359;14,4;45632;188996;12,1;90304;359818;11,2;371428;1411915;7,7;692481;2788409;4;2 051 078;eur;
2011053;MARDI   ;06/09/2011;06/11/2011;42;35;50;48;47;9;8;-35-42-47-48-50-;-8-9-;0;0;0;1;6;294498,6;1;10;58899,7;18;75;3926,6;165;999;257,9;322;1880;137;506;2838;64,8;6465;36114;23,4;8450;47146;17,1;15609;87740;15,5;36274;196107;12,2;130403;710704;9,1;235421;1314112;5;7 032 693;eur;
2011052;VENDREDI;02/09/2011;02/11/2011;37;12;26;38;44;4;7;-12-26-37-38-44-;-4-7-;0;0;0;1;7;367987,1;3;17;50508;33;112;3833,1;357;1857;202,2;651;3232;116,2;1258;5315;50,4;17544;76181;16,2;16104;81463;14,4;29918;149386;13,2;93923;410505;8,4;238449;1171123;8;430614;2144044;4,5;1 381 478;eur;
2011051;MARDI   ;30/08/2011;30/10/2011;46;8;2;10;19;5;9;-2-8-10-19-46-;-5-9-;0;0;0;0;4;354815,3;2;8;59135,8;13;70;3379,1;319;1241;166,7;575;2316;89,3;814;3345;44,1;9868;46532;14,6;12206;54111;12;22303;97087;11,2;48634;247538;7,7;155315;728815;7,1;269740;1279738;4,1;1 799 991;eur;
2011050;VENDREDI;26/08/2011;26/10/2011;25;45;22;33;12;5;7;-12-22-25-33-45-;-5-7-;0;0;0;3;16;133252,5;6;17;41804,7;40;219;1622,5;488;2513;123,7;741;3959;78,5;1431;7849;28,2;18805;99416;10,2;17596;90189;10,8;27468;141165;11,6;91419;469751;6,1;223750;1178511;6,6;365665;1887104;4,2;4 130 918;eur;
2011049;MARDI   ;23/08/2011;23/10/2011;42;50;6;14;4;2;4;-4-6-14-42-50-;-2-4-;0;0;0;1;4;313284,6;1;1;417712,8;7;41;5094;157;752;243;237;1348;135,5;476;2472;52,8;7074;34675;17,3;7462;38409;14,9;13141;71427;13,5;35146;178362;9,5;114771;589084;7,7;203306;1101310;4,2;4 803 837;eur;
2011048;VENDREDI;19/08/2011;19/10/2011;16;6;31;28;14;11;2;-6-14-16-28-31-;-2-11-;0;0;0;1;6;319085,3;4;17;37539,4;3;47;6789;292;1519;183,8;848;3940;70,8;437;2403;82,9;6105;33780;27,1;12370;61536;14,2;31701;148326;9,9;31736;175708;14,7;164943;820946;8,5;404596;1940208;3,7;5 558 473;eur;
2011047;MARDI   ;16/08/2011;16/10/2011;45;18;1;13;17;8;3;-1-13-17-18-45-;-3-8-;0;0;0;0;1;1094006,8;1;7;52095,5;13;53;3440,2;145;781;204,2;306;1417;112,5;499;2298;49,5;7972;35925;14,5;7717;37481;13,3;13928;69207;12,1;41916;190898;7,7;113177;553953;7,2;203975;1011067;4;2 648 732;eur;
2011046;VENDREDI;12/08/2011;12/10/2011;7;20;37;10;27;7;4;-7-10-20-27-37-;-4-7-;0;0;0;2;6;306870,2;6;14;43838,6;31;154;1992,6;479;2097;128;674;2988;89,8;1488;6212;30,8;18103;73070;12;19940;88824;9,5;28624;130041;10,9;79838;337745;7,3;228860;1033896;6,5;373004;1741439;3,9;3 016 835;eur;
2011045;MARDI   ;09/08/2011;09/10/2011;36;24;34;7;23;11;8;-7-23-24-34-36-;-8-11-;0;0;0;0;0;0;1;4;365547,2;9;34;5375,6;123;632;253;266;1566;102,1;220;1272;89,8;3247;19628;26,7;5346;30610;16,4;13495;75273;11,2;18337;104199;14,2;83108;453097;8,8;210490;1110695;3,7;3 191 732;eur;
2011044;VENDREDI;05/08/2011;05/10/2011;34;32;18;14;13;1;10;-13-14-18-32-34-;-1-10-;0;0;0;0;2;888541,6;3;13;45566,2;7;35;8462,3;197;968;267,7;480;2526;102,5;337;1881;98,4;5392;27119;31,3;9258;45404;17,9;23901;120447;11,3;28733;142706;16,8;140046;677485;9,6;371845;1831786;3,6;2 373 885;eur;
2011043;MARDI   ;02/08/2011;02/10/2011;8;33;14;24;5;8;3;-5-8-14-24-33-;-3-8-;0;0;0;0;1;1026317,2;1;4;85526,4;19;77;2221,4;271;1110;134,8;340;1705;87,7;676;2914;36,6;8537;38671;12,7;9135;42511;11;14498;70711;11,1;38978;181408;7,6;115996;563187;6,6;193878;969742;3,9;1 361 440;eur;
2011042;VENDREDI;29/07/2011;28/09/2011;37;38;19;27;12;5;10;-12-19-27-37-38-;-5-10-;0;1;27315669;2;3;615783,4;3;11;55980,3;15;63;4887,1;347;1697;158,7;854;3613;74,5;494;2711;70,9;6475;36478;24,2;13484;64832;13;31360;139437;10,2;32590;182811;13,6;174322;857271;7,9;407406;1846202;3,7;5 210 034;eur;
2011041;MARDI   ;26/07/2011;25/09/2011;5;1;25;48;22;11;3;-1-5-22-25-48-;-3-11-;0;0;0;0;2;531993,8;2;8;44332,8;6;28;6333,2;160;680;228,1;435;1778;87,2;255;1315;84,2;3720;18431;27,6;6442;32566;14,9;15764;74841;10,9;19268;95406;15,1;94284;470946;8,2;221439;1060709;3,7;3 767 964;eur;
2011040;VENDREDI;22/07/2011;21/09/2011;4;50;15;49;23;2;6;-4-15-23-49-50-;-2-6-;0;2;7500000;1;11;166539,4;1;10;61064,4;16;86;3550,2;270;1372;194,7;539;2617;102;783;4052;47;11956;58613;14,9;12935;62905;13,3;23767;117193;12;64814;309635;8;178270;860159;7,8;350225;1686250;4;8 700 336;eur;
2011039;MARDI   ;19/07/2011;18/09/2011;16;3;25;35;26;5;9;-3-16-25-26-35-;-5-9-;1;1;23148546;0;3;407427,2;3;6;67904,5;12;66;3086,5;170;1015;175,6;318;1768;100,8;518;2856;44,5;7706;41359;14,1;7687;41601;13,4;13376;74780;12,5;41189;217100;7,6;115639;611968;7,3;198694;1036445;4,4;2 321 887;eur;
2011038;VENDREDI;15/07/2011;14/09/2011;26;6;33;39;34;3;4;-6-26-33-34-39-;-3-4-;0;0;0;0;5;400422,9;3;7;95338,7;10;64;5213,8;222;1150;253,8;379;2107;138,5;518;2984;69,8;9423;47336;20,2;10931;56254;16,3;18947;101228;15,2;53125;259248;10,4;186301;908269;8;317666;1607981;4,6;8 746 851;eur;
2011037;MARDI   ;12/07/2011;11/09/2011;19;17;42;45;38;9;10;-17-19-38-42-45-;-9-10-;0;1;185000000;4;11;2435037,1;5;15;77638,8;16;116;5019,7;444;2247;226,7;1011;5100;99,9;797;4534;80,2;11520;63155;26,5;20541;100310;15,9;44458;224075;12;60631;332005;14,2;295290;1454004;8,8;640902;3226558;4;1 568 629;eur;
2011036;VENDREDI;08/07/2011;07/09/2011;12;13;40;49;23;7;10;-12-13-23-40-49-;-7-10-;0;0;0;1;6;4576070,5;8;24;64747,5;29;142;5471,6;606;2847;238,7;1346;6375;106,6;1341;6526;74,4;20387;94792;23,5;30326;141269;15,1;64632;299580;11,9;108128;502744;12,5;463327;2104930;8,1;980269;4463502;3,9;1 414 546;eur;
2011035;MARDI   ;05/07/2011;04/09/2011;28;47;29;11;49;5;1;-11-28-29-47-49-;-1-5-;0;0;0;2;9;330571,2;3;14;70836,6;19;103;4814,1;392;1939;223,7;771;3856;112,5;1010;5083;60,9;15232;77153;18,4;18669;93907;14,5;34414;178456;12,8;82462;416590;9,6;276683;1411536;7,7;516012;2636492;4,2;4 047 910;eur;
2011034;VENDREDI;01/07/2011;31/08/2011;11;23;31;8;46;9;8;-8-11-23-31-46-;-8-9-;0;0;0;3;14;241233,5;8;28;40205,5;27;127;4432,1;631;3005;163,8;1172;5449;90,3;1079;5484;64,1;15796;78083;20,7;26931;125868;12,2;45680;225655;11,5;81498;404262;11,3;369057;1709693;7,2;634508;3121665;4;7 712 634;eur;
2011033;MARDI   ;28/06/2011;28/08/2011;16;15;44;30;50;3;2;-15-16-30-44-50-;-2-3-;0;0;0;1;5;403697,2;4;9;74758,7;8;51;6596,3;190;1157;254,4;428;2395;122,9;501;2756;76,2;8387;44000;21,9;10982;58513;15,8;20707;112005;13,8;47688;240973;11,3;184026;929074;7,9;326946;1710076;4,4;5 969 287;eur;
2011032;VENDREDI;24/06/2011;24/08/2011;41;20;5;30;16;11;6;-5-16-20-30-41-;-6-11-;0;0;0;0;3;879080,2;3;33;26638,7;13;88;4994,7;324;1747;220,1;839;4157;92,5;585;3363;81,6;8485;46518;27,1;14714;74900;16,1;37355;177013;11,4;44118;244222;14,6;211840;1062900;9;542748;2521874;3,9;8 655 016;eur;
2011031;MARDI   ;21/06/2011;21/08/2011;49;50;20;17;35;4;3;-17-20-35-49-50-;-3-4-;0;0;0;1;3;531965,3;3;9;59107,2;8;39;6820;216;1016;229;365;2010;115,7;475;2337;71,1;6957;35726;21,4;9305;46139;15,8;17379;90669;13,5;39993;199271;10,8;142810;707015;8,2;267549;1352892;4,4;2 155 278;eur;
2011030;VENDREDI;17/06/2011;17/08/2011;11;22;21;16;44;8;3;-11-16-21-22-44-;-3-8-;0;0;0;1;10;233582,6;3;13;59892,9;22;115;3385,2;388;2041;166,8;738;3757;90,6;1290;5614;43,3;18788;78702;14,2;19804;92240;11,6;37174;174791;10,3;97039;403269;7,8;271232;1230833;6,9;487851;2248727;3,8;9 001 758;eur;
2011029;MARDI   ;14/06/2011;14/08/2011;41;19;48;5;12;8;10;-5-12-19-41-48-;-8-10-;0;0;0;3;8;155392,2;0;6;69063,2;11;35;5919,7;171;728;249;412;1851;97,9;277;1394;92,8;4227;20658;28,8;7846;35028;16,2;19382;84076;11,3;22211;108954;15,4;111841;503519;9;276641;1226170;3,8;2 494 129;eur;
2011028;VENDREDI;10/06/2011;10/08/2011;37;20;3;48;19;8;11;-3-19-20-37-48-;-8-11-;0;0;0;0;5;420727,5;2;13;53939,4;10;45;7791,2;240;1197;256,2;607;2698;113,7;491;2341;93,6;7153;33962;29,6;11774;54046;17,8;29892;129707;12,5;38580;183795;15,4;182397;805638;9,5;462218;1972962;3,9;2 961 414;eur;
